hexid	date	distToFront	geometry
2294	2021-07-05	0	c(-771170.147271822, -767040.15848515, 4651471.63713053, 4674752.64235323)
2294	2021-07-05	0	c(-757930.218162137, -771170.147271822, 4637143.55870969, 4651471.63713053)
2294	2021-07-05	0	c(-740625.972657123, -757930.218162137, 4646132.319182, 4637143.55870969)
2377	2021-07-05	0	c(-731286.893734227, -727336.883691083, 4608592.56907003, 4631874.55613043)
2377	2021-07-05	0	c(-717884.034920088, -731286.893734227, 4594369.70435117, 4608592.56907003)
2294	2021-07-05	0	c(-736600.23521038, -740625.972657123, 4669409.29321449, 4646132.319182)
2377	2021-07-05	0	c(-727336.883691083, -710087.247304221, 4631874.55613043, 4640929.27987766)
2377	2021-07-05	0	c(-700596.04932493, -717884.034920088, 4603463.95232217, 4594369.70435117)
2377	2021-07-05	0	c(-710087.247304221, -696749.161803621, 4640929.27987766, 4626741.55516149)
2377	2021-07-05	0	c(-696749.161803621, -700596.04932493, 4626741.55516149, 4603463.95232217)
4689	2021-07-05	0	c(348242.952317436, 348663.008580203, 4124416.28007524, 4147587.3691214)
4689	2021-07-05	0	c(364095.897031038, 348242.952317436, 4112556.54624688, 4124416.28007524)
4689	2021-07-05	0	c(348663.008580203, 364847.155067975, 4147587.3691214, 4158897.62412568)
4689	2021-07-05	0	c(380322.751309922, 364095.897031038, 4123897.45770394, 4112556.54624688)
4689	2021-07-05	0	c(364847.155067975, 380653.964833215, 4158897.62412568, 4147067.5074433)
4689	2021-07-05	0	c(380653.964833215, 380322.751309922, 4147067.5074433, 4123897.45770394)
4843	2021-07-05	0	c(428144.910974684, 428341.495651097, 4088597.31912847, 4111765.06618518)
4843	2021-07-05	0	c(444173.798180891, 428144.910974684, 4076892.8292639, 4088597.31912847)
4843	2021-07-05	0	c(428341.495651097, 444478.835763819, 4111765.06618518, 4123227.81752758)
4874	2021-07-05	0	c(444478.835763819, 444632.465336281, 4123227.81752758, 4146396.52491806)
