hexid,population,infections,geometry,date,infectionsPC
7382,39657.144528357,5.045395199431297,"list(c(1956260.03967832, 1938440.31330404, 1938440.31330404, 1956260.03967832, 1974079.7660526, 1974079.7660526, 1956260.03967832, 2532982.79875948, 2543271.02257856, 2563847.47021671, 2574135.69403579, 2563847.47021671, 2543271.02257856, 2532982.79875948))",2020-10-05,1.2722537790948532e-4
7383,6131.59123642939,1.0745664464015547,"list(c(1956260.03967832, 1938440.31330404, 1938440.31330404, 1956260.03967832, 1974079.7660526, 1974079.7660526, 1956260.03967832, 2594712.14167394, 2605000.36549302, 2625576.81313118, 2635865.03695026, 2625576.81313118, 2605000.36549302, 2594712.14167394))",2020-10-05,1.7525082885781328e-4
7384,587.8061519588882,0.07726013650388767,"list(c(1956260.03967832, 1938440.31330404, 1938440.31330404, 1956260.03967832, 1974079.7660526, 1974079.7660526, 1956260.03967832, 2656441.48458841, 2666729.70840748, 2687306.15604564, 2697594.37986471, 2687306.15604563, 2666729.70840749, 2656441.48458841))",2020-10-05,1.3143812164335996e-4
7385,18.3450476661017,6.049545607786212e-4,"list(c(1956260.03967832, 1938440.31330404, 1938440.31330404, 1956260.03967832, 1974079.7660526, 1974079.7660526, 1956260.03967832, 2718170.82750287, 2728459.05132195, 2749035.4989601, 2759323.72277918, 2749035.4989601, 2728459.05132195, 2718170.82750287))",2020-10-05,3.2976450745149434e-5
7386,4.98564337190531,8.592364444442886e-4,"list(c(1956260.03967832, 1938440.31330404, 1938440.31330404, 1956260.03967832, 1974079.7660526, 1974079.7660526, 1956260.03967832, 2779900.17041734, 2790188.39423641, 2810764.84187457, 2821053.06569365, 2810764.84187456, 2790188.39423641, 2779900.17041734))",2020-10-05,1.7234213928861973e-4
7387,2.168512845255904,1.8686307141312707e-4,"list(c(1956260.03967832, 1938440.31330404, 1938440.31330404, 1956260.03967832, 1974079.7660526, 1974079.7660526, 1956260.03967832, 2841629.5133318, 2851917.73715088, 2872494.18478903, 2882782.40860811, 2872494.18478903, 2851917.73715088, 2841629.5133318))",2020-10-05,8.617106964430988e-5
7388,0,0,"list(c(1956260.03967832, 1938440.31330404, 1938440.31330404, 1956260.03967832, 1974079.7660526, 1974079.7660526, 1956260.03967832, 2903358.85624627, 2913647.08006535, 2934223.52770349, 2944511.75152258, 2934223.52770349, 2913647.08006534, 2903358.85624627))",2020-10-05,NA
7389,91054.26070896973,16.236953507910414,"list(c(1974079.7660526, 1956260.03967832, 1956260.03967832, 1974079.7660526, 1991899.49242688, 1991899.49242688, 1974079.7660526, 2255200.75564439, 2265488.97946347, 2286065.42710163, 2296353.6509207, 2286065.42710162, 2265488.97946347, 2255200.75564439))",2020-10-05,1.7832173235481465e-4
7390,80861.221046998,24.111499583376137,"list(c(1974079.7660526, 1956260.03967832, 1956260.03967832, 1974079.7660526, 1991899.49242689, 1991899.49242689, 1974079.7660526, 2316930.09855886, 2327218.32237793, 2347794.77001609, 2358082.99383517, 2347794.77001608, 2327218.32237793, 2316930.09855886))",2020-10-05,2.9818371861293184e-4
7391,521350.1929369692,134.64658036351133,"list(c(1974079.7660526, 1956260.03967832, 1956260.03967832, 1974079.7660526, 1991899.49242688, 1991899.49242689, 1974079.7660526, 2378659.44147331, 2388947.66529239, 2409524.11293055, 2419812.33674962, 2409524.11293055, 2388947.6652924, 2378659.44147331))",2020-10-05,2.5826513960797555e-4
7392,387395.66187029914,249.35688577010237,"list(c(1974079.7660526, 1956260.03967832, 1956260.03967832, 1974079.7660526, 1991899.49242689, 1991899.49242689, 1974079.7660526, 2440388.78438779, 2450677.00820686, 2471253.45584502, 2481541.67966409, 2471253.45584501, 2450677.00820686, 2440388.78438779))",2020-10-05,6.436749564159744e-4
7393,43375.85073116474,9.1975150023631,"list(c(1974079.7660526, 1956260.03967832, 1956260.03967832, 1974079.7660526, 1991899.49242688, 1991899.49242689, 1974079.7660526, 2502118.12730224, 2512406.35112133, 2532982.79875948, 2543271.02257856, 2532982.79875948, 2512406.35112132, 2502118.12730224))",2020-10-05,2.1204229651580888e-4
7394,27330.47796591669,6.401446244979108,"list(c(1974079.7660526, 1956260.03967832, 1956260.03967832, 1974079.7660526, 1991899.49242689, 1991899.49242688, 1974079.7660526, 2563847.47021671, 2574135.69403579, 2594712.14167394, 2605000.36549302, 2594712.14167394, 2574135.69403579, 2563847.47021671))",2020-10-05,2.342237209668352e-4
7395,5823.058564727459,0.5102479199780379,"list(c(1974079.7660526, 1956260.03967832, 1956260.03967832, 1974079.7660526, 1991899.49242689, 1991899.49242688, 1974079.7660526, 2625576.81313118, 2635865.03695026, 2656441.48458841, 2666729.70840749, 2656441.48458841, 2635865.03695025, 2625576.81313118))",2020-10-05,8.762541442890664e-5
7396,2022.221410952748,0.06668568475406988,"list(c(1974079.7660526, 1956260.03967832, 1956260.03967832, 1974079.7660526, 1991899.49242689, 1991899.49242689, 1974079.7660526, 2687306.15604563, 2697594.37986471, 2718170.82750287, 2728459.05132195, 2718170.82750287, 2697594.37986472, 2687306.15604563))",2020-10-05,3.2976450745149434e-5
7397,51.07028560718359,0.00880156227562282,"list(c(1974079.7660526, 1956260.03967832, 1956260.03967832, 1974079.7660526, 1991899.49242688, 1991899.49242688, 1974079.7660526, 2749035.4989601, 2759323.72277918, 2779900.17041734, 2790188.39423641, 2779900.17041734, 2759323.72277919, 2749035.4989601))",2020-10-05,1.7234213928861975e-4
7398,4.37090870371893,3.766458783170841e-4,"list(c(1974079.7660526, 1956260.03967832, 1956260.03967832, 1974079.7660526, 1991899.49242688, 1991899.49242688, 1974079.7660526, 2810764.84187456, 2821053.06569365, 2841629.5133318, 2851917.73715088, 2841629.5133318, 2821053.06569365, 2810764.84187456))",2020-10-05,8.617106964430986e-5
7399,0,0,"list(c(1974079.7660526, 1956260.03967832, 1956260.03967832, 1974079.7660526, 1991899.49242689, 1991899.49242688, 1974079.7660526, 2872494.18478903, 2882782.40860811, 2903358.85624627, 2913647.08006534, 2903358.85624626, 2882782.40860811, 2872494.18478903))",2020-10-05,NA
7400,0,0,"list(c(1974079.7660526, 1956260.03967832, 1956260.03967832, 1974079.7660526, 1991899.49242689, 1991899.49242689, 1974079.7660526, 2934223.52770349, 2944511.75152258, 2965088.19916073, 2975376.4229798, 2965088.19916073, 2944511.75152257, 2934223.52770349))",2020-10-05,NA
7401,3578.6462433927827,0.2127167992022836,"list(c(1991899.49242689, 1974079.7660526, 1974079.7660526, 1991899.49242688, 2009719.21880117, 2009719.21880117, 1991899.49242689, 2224336.08418716, 2234624.30800623, 2255200.75564439, 2265488.97946347, 2255200.75564439, 2234624.30800624, 2224336.08418716))",2020-10-05,5.94405774516049e-5
7402,98886.1302758368,22.11467553366888,"list(c(1991899.49242688, 1974079.7660526, 1974079.7660526, 1991899.49242689, 2009719.21880117, 2009719.21880117, 1991899.49242688, 2286065.42710162, 2296353.6509207, 2316930.09855886, 2327218.32237793, 2316930.09855886, 2296353.6509207, 2286065.42710162))",2020-10-05,2.236377889596989e-4
7403,464061.7578824729,180.7939874822947,"list(c(1991899.49242689, 1974079.7660526, 1974079.7660526, 1991899.49242689, 2009719.21880117, 2009719.21880117, 1991899.49242689, 2347794.77001608, 2358082.99383517, 2378659.44147331, 2388947.6652924, 2378659.44147332, 2358082.99383517, 2347794.77001608))",2020-10-05,3.89590360359067e-4
7404,610692.5911605328,314.47002159905156,"list(c(1991899.49242688, 1974079.7660526, 1974079.7660526, 1991899.49242689, 2009719.21880117, 2009719.21880117, 1991899.49242688, 2409524.11293055, 2419812.33674962, 2440388.78438779, 2450677.00820686, 2440388.78438778, 2419812.33674963, 2409524.11293055))",2020-10-05,5.149399651327795e-4
7405,113390.844513548,9.869402649733212,"list(c(1991899.49242689, 1974079.7660526, 1974079.7660526, 1991899.49242689, 2009719.21880117, 2009719.21880117, 1991899.49242689, 2471253.45584501, 2481541.67966409, 2502118.12730224, 2512406.35112132, 2502118.12730225, 2481541.67966409, 2471253.45584501))",2020-10-05,8.703879658074168e-5
7406,33832.75968783112,10.565913152880729,"list(c(1991899.49242688, 1974079.7660526, 1974079.7660526, 1991899.49242688, 2009719.21880117, 2009719.21880117, 1991899.49242688, 2532982.79875948, 2543271.02257856, 2563847.47021671, 2574135.69403579, 2563847.47021671, 2543271.02257856, 2532982.79875948))",2020-10-05,3.122982946224469e-4
7407,22227.06587489903,0.7329697430327997,"list(c(1991899.49242689, 1974079.7660526, 1974079.7660526, 1991899.49242688, 2009719.21880117, 2009719.21880116, 1991899.49242689, 2594712.14167394, 2605000.36549302, 2625576.81313118, 2635865.03695025, 2625576.81313117, 2605000.36549302, 2594712.14167394))",2020-10-05,3.2976450745149434e-5
7408,13211.92033485001,0.43568224017101953,"list(c(1991899.49242689, 1974079.7660526, 1974079.7660526, 1991899.49242689, 2009719.21880117, 2009719.21880117, 1991899.49242689, 2656441.48458841, 2666729.70840749, 2687306.15604563, 2697594.37986472, 2687306.15604564, 2666729.70840748, 2656441.48458841))",2020-10-05,3.297645074514943e-5
7409,1609.709091807034,0.2774207085143654,"list(c(1991899.49242689, 1974079.7660526, 1974079.7660526, 1991899.49242688, 2009719.21880117, 2009719.21880117, 1991899.49242689, 2718170.82750287, 2728459.05132195, 2749035.4989601, 2759323.72277919, 2749035.49896011, 2728459.05132195, 2718170.82750287))",2020-10-05,1.7234213928861973e-4
7410,1155.533023344989,0.099573516630961,"list(c(1991899.49242688, 1974079.7660526, 1974079.7660526, 1991899.49242688, 2009719.21880117, 2009719.21880117, 1991899.49242688, 2779900.17041734, 2790188.39423641, 2810764.84187456, 2821053.06569365, 2810764.84187457, 2790188.39423641, 2779900.17041734))",2020-10-05,8.617106964430988e-5
7411,0.338830132071236,5.8394709816602384e-5,"list(c(1991899.49242688, 1974079.7660526, 1974079.7660526, 1991899.49242688, 2009719.21880117, 2009719.21880117, 1991899.49242688, 2841629.5133318, 2851917.73715088, 2872494.18478903, 2882782.40860811, 2872494.18478903, 2851917.73715088, 2841629.5133318))",2020-10-05,1.7234213928861975e-4
7412,5.662397805398868,1.3316688412297618e-4,"list(c(1991899.49242689, 1974079.7660526, 1974079.7660526, 1991899.49242689, 2009719.21880117, 2009719.21880117, 1991899.49242689, 2903358.85624626, 2913647.08006534, 2934223.52770349, 2944511.75152257, 2934223.52770349, 2913647.08006534, 2903358.85624626))",2020-10-05,2.3517754968753155e-5
7413,0,0,"list(c(1991899.49242689, 1974079.7660526, 1974079.7660526, 1991899.49242689, 2009719.21880117, 2009719.21880117, 1991899.49242689, 2965088.19916073, 2975376.4229798, 2995952.87061796, 3006241.09443704, 2995952.87061796, 2975376.42297981, 2965088.19916073))",2020-10-05,NA
7414,1047.881449497225,0.05718301563412674,"list(c(2009719.21880117, 1991899.49242688, 1991899.49242688, 2009719.21880117, 2027538.94517545, 2027538.94517545, 2009719.21880117, 2255200.75564439, 2265488.97946347, 2286065.42710162, 2296353.6509207, 2286065.42710163, 2265488.97946346, 2255200.75564439))",2020-10-05,5.4570119226333505e-5
7415,579516.1022726537,37.71490315558366,"list(c(2009719.21880117, 1991899.49242689, 1991899.49242689, 2009719.21880117, 2027538.94517545, 2027538.94517545, 2009719.21880117, 2316930.09855886, 2327218.32237793, 2347794.77001608, 2358082.99383517, 2347794.77001608, 2327218.32237793, 2316930.09855886))",2020-10-05,6.507999175118582e-5
7416,1292795.133025396,926.9621501184096,"list(c(2009719.21880117, 1991899.49242689, 1991899.49242688, 2009719.21880117, 2027538.94517545, 2027538.94517545, 2009719.21880117, 2378659.44147332, 2388947.6652924, 2409524.11293055, 2419812.33674963, 2409524.11293055, 2388947.6652924, 2378659.44147332))",2020-10-05,7.170216892363562e-4
7417,406046.578183961,209.08961081233332,"list(c(2009719.21880117, 1991899.49242689, 1991899.49242689, 2009719.21880117, 2027538.94517545, 2027538.94517545, 2009719.21880117, 2440388.78438778, 2450677.00820686, 2471253.45584501, 2481541.67966409, 2471253.45584502, 2450677.00820686, 2440388.78438778))",2020-10-05,5.149399651327795e-4
7418,145557.4675907211,34.09301167360821,"list(c(2009719.21880117, 1991899.49242689, 1991899.49242688, 2009719.21880117, 2027538.94517545, 2027538.94517545, 2009719.21880117, 2502118.12730225, 2512406.35112132, 2532982.79875948, 2543271.02257856, 2532982.79875948, 2512406.35112132, 2502118.12730225))",2020-10-05,2.3422372096683515e-4
7419,50053.393654004976,11.72369210865882,"list(c(2009719.21880117, 1991899.49242688, 1991899.49242689, 2009719.21880116, 2027538.94517545, 2027538.94517545, 2009719.21880117, 2563847.47021671, 2574135.69403579, 2594712.14167394, 2605000.36549302, 2594712.14167394, 2574135.69403579, 2563847.47021671))",2020-10-05,2.342237209668352e-4
7420,22107.71612137075,2.4680868998989913,"list(c(2009719.21880117, 1991899.49242688, 1991899.49242689, 2009719.21880117, 2027538.94517545, 2027538.94517545, 2009719.21880117, 2625576.81313117, 2635865.03695025, 2656441.48458841, 2666729.70840748, 2656441.48458841, 2635865.03695026, 2625576.81313117))",2020-10-05,1.1163916192650848e-4
7421,6651.00074479326,1.1462476967678736,"list(c(2009719.21880117, 1991899.49242689, 1991899.49242689, 2009719.21880117, 2027538.94517545, 2027538.94517545, 2009719.21880117, 2687306.15604564, 2697594.37986472, 2718170.82750287, 2728459.05132195, 2718170.82750287, 2697594.37986472, 2687306.15604564))",2020-10-05,1.7234213928861973e-4
7422,135.56205634985747,0.02336305479769885,"list(c(2009719.21880117, 1991899.49242688, 1991899.49242688, 2009719.21880117, 2027538.94517545, 2027538.94517545, 2009719.21880117, 2749035.49896011, 2759323.72277919, 2779900.17041734, 2790188.39423641, 2779900.17041733, 2759323.72277919, 2749035.49896011))",2020-10-05,1.7234213928861973e-4
7423,16.961014082159515,0.00292309745142377,"list(c(2009719.21880117, 1991899.49242688, 1991899.49242688, 2009719.21880117, 2027538.94517545, 2027538.94517545, 2009719.21880117, 2810764.84187457, 2821053.06569365, 2841629.5133318, 2851917.73715088, 2841629.5133318, 2821053.06569365, 2810764.84187457))",2020-10-05,1.7234213928861973e-4
7424,1.975594575746933,1.3938464745004263e-4,"list(c(2009719.21880117, 1991899.49242688, 1991899.49242689, 2009719.21880117, 2027538.94517545, 2027538.94517545, 2009719.21880117, 2872494.18478903, 2882782.40860811, 2903358.85624626, 2913647.08006534, 2903358.85624627, 2882782.40860811, 2872494.18478903))",2020-10-05,7.055326490625947e-5
7425,32.273829049927684,7.590080034996267e-4,"list(c(2009719.21880117, 1991899.49242689, 1991899.49242689, 2009719.21880117, 2027538.94517545, 2027538.94517545, 2009719.21880117, 2934223.52770349, 2944511.75152257, 2965088.19916073, 2975376.42297981, 2965088.19916073, 2944511.75152258, 2934223.52770349))",2020-10-05,2.3517754968753155e-5
7426,2.831198902699437,6.658344206148816e-5,"list(c(2009719.21880117, 1991899.49242689, 1991899.49242688, 2009719.21880117, 2027538.94517545, 2027538.94517545, 2009719.21880117, 2995952.87061796, 3006241.09443704, 3026817.54207519, 3037105.76589427, 3026817.5420752, 3006241.09443704, 2995952.87061796))",2020-10-05,2.3517754968753152e-5
7427,63285.26411141245,1.3728681554474462,"list(c(2027538.94517545, 2009719.21880117, 2009719.21880117, 2027538.94517545, 2045358.67154973, 2045358.67154973, 2027538.94517545, 2286065.42710163, 2296353.6509207, 2316930.09855886, 2327218.32237793, 2316930.09855886, 2296353.6509207, 2286065.42710163))",2020-10-05,2.169333058372861e-5
7428,329376.11920758325,119.53958216114658,"list(c(2027538.94517545, 2009719.21880117, 2009719.21880117, 2027538.94517545, 2045358.67154973, 2045358.67154973, 2027538.94517545, 2347794.77001608, 2358082.99383517, 2378659.44147332, 2388947.6652924, 2378659.44147332, 2358082.99383516, 2347794.77001608))",2020-10-05,3.629272894730081e-4
7429,970037.39262386,695.5378498815907,"list(c(2027538.94517545, 2009719.21880117, 2009719.21880117, 2027538.94517545, 2045358.67154973, 2045358.67154973, 2027538.94517545, 2409524.11293055, 2419812.33674963, 2440388.78438778, 2450677.00820686, 2440388.78438778, 2419812.33674963, 2409524.11293055))",2020-10-05,7.170216892363563e-4
7430,91238.6925515754,28.493688087438752,"list(c(2027538.94517545, 2009719.21880117, 2009719.21880117, 2027538.94517545, 2045358.67154973, 2045358.67154973, 2027538.94517545, 2471253.45584502, 2481541.67966409, 2502118.12730225, 2512406.35112132, 2502118.12730225, 2481541.67966409, 2471253.45584502))",2020-10-05,3.122982946224469e-4
7431,115066.2877480958,17.96750271613304,"list(c(2027538.94517545, 2009719.21880117, 2009719.21880117, 2027538.94517545, 2045358.67154973, 2045358.67154973, 2027538.94517545, 2532982.79875948, 2543271.02257856, 2563847.47021671, 2574135.69403579, 2563847.47021671, 2543271.02257855, 2532982.79875948))",2020-10-05,1.5614914731122345e-4
7432,101154.4973627582,16.93920496601331,"list(c(2027538.94517545, 2009719.21880116, 2009719.21880117, 2027538.94517545, 2045358.67154973, 2045358.67154973, 2027538.94517545, 2594712.14167394, 2605000.36549302, 2625576.81313117, 2635865.03695026, 2625576.81313117, 2605000.36549302, 2594712.14167394))",2020-10-05,1.6745874288976275e-4
7433,28169.9813921672,12.137187142116764,"list(c(2027538.94517545, 2009719.21880117, 2009719.21880117, 2027538.94517545, 2045358.67154973, 2045358.67154973, 2027538.94517545, 2656441.48458841, 2666729.70840748, 2687306.15604564, 2697594.37986472, 2687306.15604564, 2666729.70840749, 2656441.48458841))",2020-10-05,4.3085534822154937e-4
7434,2561.834910374581,0.4415121089582247,"list(c(2027538.94517545, 2009719.21880117, 2009719.21880117, 2027538.94517545, 2045358.67154973, 2045358.67154973, 2027538.94517545, 2718170.82750287, 2728459.05132195, 2749035.49896011, 2759323.72277919, 2749035.49896011, 2728459.05132195, 2718170.82750287))",2020-10-05,1.7234213928861973e-4
7435,535.1149534746427,0.09222285584715016,"list(c(2027538.94517545, 2009719.21880117, 2009719.21880117, 2027538.94517545, 2045358.67154973, 2045358.67154973, 2027538.94517545, 2779900.17041733, 2790188.39423641, 2810764.84187457, 2821053.06569365, 2810764.84187457, 2790188.39423642, 2779900.17041733))",2020-10-05,1.7234213928861975e-4
7436,9.1631195782999,4.37123711868544e-5,"list(c(2027538.94517545, 2009719.21880117, 2009719.21880117, 2027538.94517545, 2045358.67154973, 2045358.67154973, 2027538.94517545, 2841629.5133318, 2851917.73715088, 2872494.18478903, 2882782.40860811, 2872494.18478904, 2851917.73715088, 2841629.5133318))",2020-10-05,4.770468268293044e-6
7437,0.94373296756648,4.438896137432549e-5,"list(c(2027538.94517545, 2009719.21880117, 2009719.21880117, 2027538.94517545, 2045358.67154973, 2045358.67154973, 2027538.94517545, 2903358.85624627, 2913647.08006534, 2934223.52770349, 2944511.75152258, 2934223.52770349, 2913647.08006534, 2903358.85624627))",2020-10-05,4.703550993750631e-5
7438,752.0184139479333,0.01768578479121787,"list(c(2027538.94517545, 2009719.21880117, 2009719.21880117, 2027538.94517545, 2045358.67154973, 2045358.67154973, 2027538.94517545, 2965088.19916073, 2975376.42297981, 2995952.87061796, 3006241.09443704, 2995952.87061796, 2975376.4229798, 2965088.19916073))",2020-10-05,2.3517754968753152e-5
7439,279140.9754249544,101.30787759183023,"list(c(2045358.67154973, 2027538.94517545, 2027538.94517545, 2045358.67154973, 2063178.39792402, 2063178.39792401, 2045358.67154973, 2316930.09855886, 2327218.32237793, 2347794.77001608, 2358082.99383516, 2347794.77001608, 2327218.32237793, 2316930.09855886))",2020-10-05,3.62927289473008e-4
7440,349796.0773900916,84.63369482365101,"list(c(2045358.67154973, 2027538.94517545, 2027538.94517545, 2045358.67154973, 2063178.39792401, 2063178.39792401, 2045358.67154973, 2378659.44147332, 2388947.6652924, 2409524.11293055, 2419812.33674963, 2409524.11293055, 2388947.6652924, 2378659.44147332))",2020-10-05,2.419515263153387e-4
7441,45173.01093544655,5.815347169010379,"list(c(2045358.67154973, 2027538.94517545, 2027538.94517545, 2045358.67154973, 2063178.39792401, 2063178.39792401, 2045358.67154973, 2440388.78438778, 2450677.00820686, 2471253.45584502, 2481541.67966409, 2471253.45584501, 2450677.00820686, 2440388.78438778))",2020-10-05,1.2873499128319488e-4
7442,5703.499896596093,0.4452983227715655,"list(c(2045358.67154973, 2027538.94517545, 2027538.94517545, 2045358.67154973, 2063178.39792401, 2063178.39792401, 2045358.67154973, 2502118.12730225, 2512406.35112132, 2532982.79875948, 2543271.02257855, 2532982.79875948, 2512406.35112133, 2502118.12730225))",2020-10-05,7.807457365561173e-5
7443,173542.0197719551,19.37408564637463,"list(c(2045358.67154973, 2027538.94517545, 2027538.94517545, 2045358.67154973, 2063178.39792401, 2063178.39792401, 2045358.67154973, 2563847.47021671, 2574135.69403579, 2594712.14167394, 2605000.36549302, 2594712.14167394, 2574135.69403579, 2563847.47021671))",2020-10-05,1.1163916192650848e-4
7444,61718.06034972731,2.2074315604046006,"list(c(2045358.67154973, 2027538.94517545, 2027538.94517545, 2045358.67154973, 2063178.39792401, 2063178.39792402, 2045358.67154973, 2625576.81313117, 2635865.03695026, 2656441.48458841, 2666729.70840749, 2656441.4845884, 2635865.03695025, 2625576.81313117))",2020-10-05,3.57663793692822e-5
7445,26160.24716100878,6.762769440070942,"list(c(2045358.67154973, 2027538.94517545, 2027538.94517545, 2045358.67154973, 2063178.39792402, 2063178.39792401, 2045358.67154973, 2687306.15604564, 2697594.37986472, 2718170.82750287, 2728459.05132195, 2718170.82750287, 2697594.37986472, 2687306.15604564))",2020-10-05,2.5851320893292964e-4
7446,3209.6192457527827,0.5531526471149607,"list(c(2045358.67154973, 2027538.94517545, 2027538.94517545, 2045358.67154973, 2063178.39792401, 2063178.39792401, 2045358.67154973, 2749035.49896011, 2759323.72277919, 2779900.17041733, 2790188.39423642, 2779900.17041733, 2759323.72277918, 2749035.49896011))",2020-10-05,1.7234213928861973e-4
7447,2.530147439114489,1.2069988072398576e-5,"list(c(2045358.67154973, 2027538.94517545, 2027538.94517545, 2045358.67154973, 2063178.39792401, 2063178.39792402, 2045358.67154973, 2810764.84187457, 2821053.06569365, 2841629.5133318, 2851917.73715088, 2841629.5133318, 2821053.06569364, 2810764.84187457))",2020-10-05,4.770468268293044e-6
7448,0,0,"list(c(2045358.67154973, 2027538.94517545, 2027538.94517545, 2045358.67154973, 2063178.39792401, 2063178.39792401, 2045358.67154973, 2872494.18478904, 2882782.40860811, 2903358.85624627, 2913647.08006534, 2903358.85624627, 2882782.40860811, 2872494.18478904))",2020-10-05,NA
7449,36.864509265653034,8.669704959529584e-4,"list(c(2045358.67154973, 2027538.94517545, 2027538.94517545, 2045358.67154973, 2063178.39792401, 2063178.39792401, 2045358.67154973, 2934223.52770349, 2944511.75152258, 2965088.19916073, 2975376.4229798, 2965088.19916073, 2944511.75152258, 2934223.52770349))",2020-10-05,2.3517754968753155e-5
7451,136551.65754623432,49.558322946301246,"list(c(2063178.39792402, 2045358.67154973, 2045358.67154973, 2063178.39792401, 2080998.1242983, 2080998.1242983, 2063178.39792402, 2347794.77001608, 2358082.99383516, 2378659.44147332, 2388947.6652924, 2378659.44147332, 2358082.99383517, 2347794.77001608))",2020-10-05,3.62927289473008e-4
7452,386.50063627660904,0.00609719310335784,"list(c(2063178.39792401, 2045358.67154973, 2045358.67154973, 2063178.39792401, 2080998.1242983, 2080998.1242983, 2063178.39792401, 2532982.79875948, 2543271.02257855, 2563847.47021671, 2574135.69403579, 2563847.47021671, 2543271.02257856, 2532982.79875948))",2020-10-05,1.577537662575601e-5
7453,68345.1789148463,4.0740993285497655,"list(c(2063178.39792401, 2045358.67154973, 2045358.67154973, 2063178.39792402, 2080998.1242983, 2080998.1242983, 2063178.39792401, 2594712.14167394, 2605000.36549302, 2625576.81313117, 2635865.03695025, 2625576.81313118, 2605000.36549302, 2594712.14167394))",2020-10-05,5.9610632282136994e-5
7454,61389.13727184325,7.2494486658727,"list(c(2063178.39792401, 2045358.67154973, 2045358.67154973, 2063178.39792401, 2080998.1242983, 2080998.1242983, 2063178.39792401, 2656441.4845884, 2666729.70840749, 2687306.15604564, 2697594.37986472, 2687306.15604564, 2666729.70840748, 2656441.4845884))",2020-10-05,1.18090088703653e-4
7455,15284.966866122271,3.9513658329947736,"list(c(2063178.39792402, 2045358.67154973, 2045358.67154973, 2063178.39792401, 2080998.1242983, 2080998.1242983, 2063178.39792402, 2718170.82750287, 2728459.05132195, 2749035.49896011, 2759323.72277918, 2749035.4989601, 2728459.05132195, 2718170.82750287))",2020-10-05,2.5851320893292964e-4
7456,10.523227558716476,5.020072314888382e-5,"list(c(2063178.39792401, 2045358.67154973, 2045358.67154973, 2063178.39792402, 2080998.1242983, 2080998.1242983, 2063178.39792401, 2779900.17041733, 2790188.39423642, 2810764.84187457, 2821053.06569364, 2810764.84187457, 2790188.39423642, 2779900.17041733))",2020-10-05,4.770468268293044e-6
7457,9.062892273032746,2.7767769208671757e-4,"list(c(2063178.39792401, 2045358.67154973, 2045358.67154973, 2063178.39792401, 2080998.1242983, 2080998.1242983, 2063178.39792401, 2841629.5133318, 2851917.73715088, 2872494.18478904, 2882782.40860811, 2872494.18478904, 2851917.73715088, 2841629.5133318))",2020-10-05,3.0638970840795106e-5
7458,0,0,"list(c(2063178.39792401, 2045358.67154973, 2045358.67154973, 2063178.39792401, 2080998.12429829, 2080998.1242983, 2063178.39792401, 2903358.85624627, 2913647.08006534, 2934223.52770349, 2944511.75152258, 2934223.5277035, 2913647.08006534, 2903358.85624627))",2020-10-05,NA
7459,6268.5980989567615,0.14742335408885696,"list(c(2063178.39792401, 2045358.67154973, 2045358.67154973, 2063178.39792401, 2080998.1242983, 2080998.1242983, 2063178.39792401, 2965088.19916073, 2975376.4229798, 2995952.87061796, 3006241.09443704, 2995952.87061796, 2975376.42297981, 2965088.19916073))",2020-10-05,2.3517754968753155e-5
7460,66516.11555669102,7.286210187230576,"list(c(2080998.1242983, 2063178.39792401, 2063178.39792402, 2080998.1242983, 2098817.85067258, 2098817.85067258, 2080998.1242983, 2316930.09855886, 2327218.32237793, 2347794.77001608, 2358082.99383517, 2347794.77001609, 2327218.32237793, 2316930.09855886))",2020-10-05,1.0954052452176964e-4
7461,2779.8536338008435,0.3045066251402917,"list(c(2080998.1242983, 2063178.39792401, 2063178.39792401, 2080998.1242983, 2098817.85067258, 2098817.85067258, 2080998.1242983, 2378659.44147332, 2388947.6652924, 2409524.11293055, 2419812.33674963, 2409524.11293055, 2388947.66529239, 2378659.44147332))",2020-10-05,1.0954052452176964e-4
7462,1700.457371516712,0.06081920345095917,"list(c(2080998.1242983, 2063178.39792401, 2063178.39792401, 2080998.1242983, 2098817.85067258, 2098817.85067258, 2080998.1242983, 2563847.47021671, 2574135.69403579, 2594712.14167394, 2605000.36549302, 2594712.14167395, 2574135.69403579, 2563847.47021671))",2020-10-05,3.576637936928221e-5
7463,27603.846305519808,5.432901097968063,"list(c(2080998.1242983, 2063178.39792402, 2063178.39792401, 2080998.1242983, 2098817.85067258, 2098817.85067258, 2080998.1242983, 2625576.81313118, 2635865.03695025, 2656441.4845884, 2666729.70840748, 2656441.4845884, 2635865.03695026, 2625576.81313118))",2020-10-05,1.968168145060883e-4
7464,22485.8364395851,3.5404725596352495,"list(c(2080998.1242983, 2063178.39792401, 2063178.39792402, 2080998.1242983, 2098817.85067258, 2098817.85067258, 2080998.1242983, 2687306.15604564, 2697594.37986472, 2718170.82750287, 2728459.05132195, 2718170.82750287, 2697594.37986471, 2687306.15604564))",2020-10-05,1.5745345160487066e-4
7465,10117.97096687396,0.31000421742206274,"list(c(2080998.1242983, 2063178.39792401, 2063178.39792401, 2080998.1242983, 2098817.85067258, 2098817.85067258, 2080998.1242983, 2749035.4989601, 2759323.72277918, 2779900.17041733, 2790188.39423642, 2779900.17041733, 2759323.72277918, 2749035.4989601))",2020-10-05,3.0638970840795106e-5
