GEOID,population
15000US060710061003,2751
15000US060710061004,1348
15000US060710061005,1529
15000US060710061006,1009
15000US060710061007,782
15000US060710062011,853
15000US060710062012,1160
15000US060710062013,2129
15000US060710062031,2836
15000US060710062032,2463
15000US060710062041,1939
15000US060710062042,2616
15000US060710063011,1750
15000US060710063012,810
15000US060710063013,1821
15000US060710063014,1608
15000US060710063021,2373
15000US060710063022,2616
15000US060710063023,3425
15000US060710063024,896
15000US060710063025,652
15000US060710064011,751
15000US060710064012,2360
15000US060710064021,2771
15000US060710064022,1795
15000US060710065001,1225
15000US060710065002,2016
15000US060710065003,2201
15000US060710065004,2590
15000US060710066011,1889
15000US060710066012,951
15000US060710066013,1800
15000US060710066031,2627
15000US060710066032,3369
15000US060710066041,2149
15000US060710066042,1292
15000US060710067001,1565
15000US060710067002,765
15000US060710067003,954
15000US060710067004,973
15000US060710070001,1994
15000US060710070002,2189
15000US060710070003,2249
15000US060710070004,941
15000US060710071041,669
15000US060710071042,1007
15000US060710071043,1290
15000US060710071044,866
15000US060710071051,1199
15000US060710071052,2009
15000US060710071061,589
15000US060710071062,823
15000US060710071063,1236
15000US060710071064,1324
15000US060710071071,2409
15000US060710071072,1285
15000US060710071081,2138
15000US060710071091,2378
15000US060710071092,1379
15000US060710071093,1120
15000US060710071094,2092
15000US060710071101,1637
15000US060710071102,1846
15000US060710071103,1878
15000US060710072001,1872
15000US060710072002,947
15000US060710072003,1963
15000US060710072004,1294
15000US060710073021,1609
15000US060710073022,930
15000US060710073023,2056
15000US060710073024,2285
15000US060710073025,1809
15000US060710073026,890
15000US060710073031,1596
15000US060710073032,2045
15000US060710073033,1446
15000US060710073051,3543
15000US060710073052,1182
15000US060710073061,2361
15000US060710073062,3379
15000US060710074031,1671
15000US060710074032,1763
15000US060710074033,1459
15000US060710074034,1373
15000US060710074035,1058
15000US060710074041,896
15000US060710074042,1443
15000US060710074043,747
15000US060710074044,677
15000US060710074045,716
15000US060710074071,1132
15000US060710074072,1090
15000US060710074073,580
15000US060710074081,1550
15000US060710074082,2910
15000US060710074091,2326
15000US060710074092,2197
15000US060710074093,2155
15000US060710074101,1107
15000US060710074102,1294
15000US060710074103,2794
15000US060710076011,2317
15000US060710076012,2176
15000US060710076013,1658
15000US060710076014,1346
15000US060710076031,1488
15000US060710076032,1701
15000US060710076033,1956
15000US060710076041,871
15000US060710076042,1650
15000US060710076043,2517
15000US060710078001,2031
15000US060710078002,2190
15000US060710078003,1195
15000US060710079011,808
15000US060710079012,1006
15000US060710079013,1404
15000US060710079014,4232
15000US060710079031,1712
15000US060710079032,1457
15000US060710079033,1283
15000US060710079041,1509
15000US060710079042,1490
15000US060710079043,3786
15000US060710080011,1696
15000US060710080012,1420
15000US060710080013,3597
15000US060710080021,642
15000US060710080022,698
15000US060710080023,751
15000US060710080024,2399
15000US060710080025,2035
15000US060710080026,1946
15000US060710081001,1050
15000US060710081002,2188
15000US060710082001,1601
15000US060710082002,1271
15000US060710082003,852
15000US060710082004,1170
15000US060710083011,1023
15000US060710083012,948
15000US060710083013,1319
15000US060710083014,1467
15000US060710083015,1597
15000US060710083021,752
15000US060710083022,906
15000US060710083023,1537
15000US060710084011,1952
15000US060710084012,1517
15000US060710084013,2276
15000US060710084014,1247
15000US060710084015,3453
15000US060710084021,962
15000US060710084022,2746
15000US060710084023,1234
15000US060710084024,1974
15000US060710084031,1554
15000US060710084032,1629
15000US060710084033,1737
15000US060710084034,1025
15000US060710084041,782
15000US060710084042,2078
15000US060710085001,2889
15000US060710085002,870
15000US060710085003,2129
15000US060710085004,1893
15000US060710085005,618
15000US060710086011,950
15000US060710086012,1100
15000US060710086013,1928
15000US060710086014,2191
15000US060710086021,2170
15000US060710086022,1948
15000US060710087031,2749
15000US060710087032,962
15000US060710087033,1925
15000US060710087034,1708
15000US060710087041,1495
15000US060710087042,1598
15000US060710087043,1347
15000US060710087044,2595
15000US060710087045,1363
15000US060710087051,1215
15000US060710087052,1000
15000US060710087053,1582
15000US060710087054,1235
15000US060710087061,1489
15000US060710087062,5341
15000US060710087063,4336
15000US060710087064,1791
15000US060710087065,977
15000US060710087081,1504
15000US060710087082,1841
15000US060710087083,996
15000US060710087091,661
15000US060710087092,1006
15000US060710087093,872
15000US060710087094,1220
15000US060710087101,1011
15000US060710087102,2493
15000US060710087103,1362
15000US060710088001,1011
15000US060710088002,2388
15000US060710088003,1885
15000US060710088004,568
15000US060710089011,701
15000US060710089012,256
15000US060710089013,992
15000US060710091071,3232
15000US060710091072,2058
15000US060710091073,2302
15000US060710091081,1848
15000US060710091082,1705
15000US060710091083,3987
15000US060710091091,2389
15000US060710091092,1025
15000US060710091093,1748
15000US060710091094,1480
15000US060710091101,10697
15000US060710091102,7811
15000US060710091121,9243
15000US060710091141,6282
15000US060710091142,4484
15000US060710091161,825
15000US060710091162,1451
15000US060710091163,2504
15000US060710091164,1823
15000US060710091171,6541
15000US060710091172,758
15000US060710091173,1069
15000US060710091181,2271
15000US060710091182,7109
15000US060710091183,12255
15000US060710091191,1702
15000US060710091192,1477
15000US060710091193,2413
15000US060710092011,1822
15000US060710092012,1015
15000US060710092013,1446
15000US060710092021,1375
15000US060710092022,769
15000US060710093001,1323
15000US060710094001,1471
15000US060710094002,2118
15000US060710095001,1438
15000US060710095002,1032
15000US060710095003,1494
15000US060710095004,2582
15000US060710095005,755
15000US060710097071,3099
15000US060710097072,3303
15000US060710097081,1660
15000US060710097082,2840
15000US060710097083,1144
15000US060710097091,3171
15000US060710097092,887
15000US060710097093,2235
15000US060710097101,4280
15000US060710097102,1917
15000US060710097103,1143
15000US060710097111,3031
15000US060710097112,2610
15000US060710097113,1522
15000US060710097114,2511
15000US060710097121,981
15000US060710097122,2129
15000US060710097123,1460
15000US060710097124,1919
15000US060710097131,2118
15000US060710097132,1568
15000US060710097133,2372
15000US060710097134,535
15000US060710097141,985
15000US060710097142,1675
15000US060710097143,1246
15000US060710097151,1748
15000US060710097152,2300
15000US060710097153,1123
15000US060710097154,1992
15000US060710097155,2057
15000US060710097161,3540
15000US060710097162,1598
15000US060710097163,2283
15000US060710097171,1622
15000US060710097172,2864
15000US060710098001,936
15000US060710098002,1353
15000US060710098003,1927
15000US060710098004,947
15000US060710099041,3436
15000US060710099042,2597
15000US060710099043,7678
15000US060710099051,3281
15000US060710099052,1860
15000US060710099053,2308
15000US060710099061,1296
15000US060710099062,3600
15000US060710099081,2546
15000US060710099082,2132
15000US060710099101,2277
15000US060710099102,3780
15000US060710099111,4185
15000US060710099112,2777
15000US060710099121,1804
15000US060710099122,1386
15000US060710099123,1723
15000US060710099131,2422
15000US060710099132,3161
15000US060710100041,1545
15000US060710100042,1468
15000US060710100043,1031
15000US060710100044,2366
15000US060710100045,1439
15000US060710100091,1871
15000US060710100092,1825
15000US060710100101,1127
15000US060710100102,1684
15000US060710100103,1695
15000US060710100104,2363
15000US060710100111,1580
15000US060710100112,1862
15000US060710100113,2000
15000US060710100121,970
15000US060710100122,1956
15000US060710100123,1860
15000US060710100131,2071
15000US060710100132,1767
15000US060710100133,1602
15000US060710100134,2313
15000US060710100141,876
15000US060710100142,2212
15000US060710100143,1922
15000US060710100151,3365
15000US060710100152,2736
15000US060710100161,3331
15000US060710100162,2433
15000US060710100171,2581
15000US060710100172,10778
15000US060710100173,2870
15000US060710100181,5038
15000US060710100182,2474
15000US060710100191,1703
15000US060710100192,2314
15000US060710100193,1012
15000US060710100201,1711
15000US060710100202,3740
15000US060710100203,2515
15000US060710100211,1713
15000US060710100212,2526
15000US060710100213,2646
15000US060710100221,2701
15000US060710100222,1720
15000US060710100231,2681
15000US060710100232,3285
15000US060710100241,887
15000US060710100242,2120
15000US060710100243,2410
15000US060710100251,3586
15000US060710100252,4795
15000US060710100261,6750
15000US060710100262,3895
15000US060710103001,779
15000US060710103002,1226
15000US060710103003,858
15000US060710103004,762
15000US060710104021,9889
15000US060710104091,2088
15000US060710104092,818
15000US060710104101,1769
15000US060710104102,1491
15000US060710104111,757
15000US060710104112,3579
15000US060710104113,1402
15000US060710104114,1146
15000US060710104121,2663
15000US060710104122,1127
15000US060710104123,3740
15000US060710104131,1635
15000US060710104132,736
15000US060710104133,2032
15000US060710104134,2490
15000US060710104151,964
15000US060710104152,2991
15000US060710104153,1680
15000US060710104161,1623
15000US060710104162,589
15000US060710104163,890
15000US060710104171,1624
15000US060710104172,862
15000US060710104173,628
15000US060710104191,1906
15000US060710104192,860
15000US060710104193,2084
15000US060710104201,1362
15000US060710104202,1495
15000US060710104203,1095
15000US060710104211,1328
15000US060710104212,4657
15000US060710104221,601
15000US060710104222,1148
15000US060710104231,1339
15000US060710104232,1037
15000US060710104233,778
15000US060710104241,609
15000US060710104242,1307
15000US060710107001,777
15000US060710107002,1714
15000US060710107003,1598
15000US060710108021,1151
15000US060710108022,944
15000US060710108023,831
15000US060710108024,786
15000US060710108025,970
15000US060710108031,790
15000US060710108032,518
15000US060710108033,1092
15000US060710108034,733
15000US060710108041,892
15000US060710108042,1388
15000US060710108043,243
15000US060710109011,402
15000US060710109012,799
15000US060710109013,1749
15000US060710109014,398
15000US060710109015,933
15000US060710109021,558
15000US060710109022,291
15000US060710109023,277
15000US060710109024,631
15000US060710109025,564
15000US060710110011,715
15000US060710110012,639
15000US060710110013,835
15000US060710110021,942
15000US060710110022,583
15000US060710111011,750
15000US060710111012,854
15000US060710111013,760
15000US060710111014,913
15000US060710111021,959
15000US060710111022,718
15000US060710111023,169
15000US060710112031,908
15000US060710112032,524
15000US060710112041,423
15000US060710112042,486
15000US060710112043,607
15000US060710112051,345
15000US060710112052,915
15000US060710112061,294
15000US060710112062,788
15000US060710113001,324
15000US060710113002,848
15000US060710114011,1793
15000US060710114012,1225
15000US060710114013,454
15000US060710114014,1585
15000US060710114031,636
15000US060710114032,912
15000US060710114033,689
15000US060710114034,939
15000US060710114041,1973
15000US060710114042,2343
15000US060710115001,843
15000US060710115002,1326
15000US060710116001,2098
15000US060710116002,4133
15000US060710116003,2051
15000US060710117001,1548
15000US060710118001,1419
15000US060710118002,1935
15000US060710118003,2281
15000US060710118004,1933
15000US060710119001,476
15000US060710119002,367
15000US060710119003,908
15000US060710119004,1181
15000US060710120011,1917
15000US060710120012,2606
15000US060710120013,1525
15000US060710120021,157
15000US060710120022,994
15000US060710120023,1262
15000US060710120024,3255
15000US060710121011,733
15000US060710121012,4347
15000US060710121013,484
15000US060710121031,1720
15000US060710121032,1749
15000US060710121041,2329
15000US060710121042,2730
15000US060710122001,19699
15000US060710123001,4800
15000US060710124001,1619
15000US060710124002,919
15000US060710124003,744
15000US060710125001,1491
15000US060710125002,1219
15000US060710125003,1356
15000US060710125004,937
15000US060710127001,1757
15000US060710127002,2084
15000US060710250001,9086
15000US060710251001,752
15000US060710251002,590
15000US060719401001,441
15000US060719401002,865
15000US060719801001,0
15000US060719802001,3900
15000US060730001001,1577
15000US060730001002,1673
15000US060730002011,1915
15000US060730002021,1271
15000US060730002022,695
15000US060730002023,2617
15000US060730003001,500
15000US060730003002,808
15000US060730003003,1682
15000US060730003004,1151
15000US060730003005,953
15000US060730004001,1993
15000US060730004002,811
15000US060730004003,954
15000US060730005001,1072
15000US060730005002,1217
15000US060730005003,982
15000US060730006001,936
15000US060730006002,1236
15000US060730006003,1274
15000US060730007001,1932
15000US060730007002,1699
15000US060730007003,962
15000US060730008001,977
15000US060730008002,943
15000US060730008003,1246
15000US060730008004,1860
15000US060730009001,1223
15000US060730009002,879
15000US060730009003,1003
15000US060730009004,714
15000US060730009005,691
15000US060730009006,1068
15000US060730010001,1298
15000US060730010002,1486
15000US060730010003,1125
15000US060730010004,768
15000US060730011001,1210
15000US060730011002,1297
15000US060730011003,731
15000US060730012001,1779
15000US060730012002,1019
15000US060730012003,1740
15000US060730012004,1648
15000US060730013001,830
15000US060730013002,1787
15000US060730013003,1403
15000US060730013004,1092
15000US060730013005,1217
15000US060730014001,587
15000US060730014002,661
15000US060730014003,2132
15000US060730015001,1261
15000US060730015002,954
15000US060730015003,792
15000US060730015004,675
15000US060730016001,1931
15000US060730016002,1662
15000US060730016003,513
15000US060730016004,1166
15000US060730017001,1788
15000US060730017002,1230
15000US060730017003,967
15000US060730017004,385
15000US060730018001,843
15000US060730018002,1838
15000US060730018003,924
15000US060730018004,852
15000US060730018005,738
15000US060730018006,657
15000US060730019001,1193
15000US060730019002,1341
15000US060730019003,597
15000US060730020011,826
15000US060730020012,1610
15000US060730020013,893
15000US060730020021,1071
15000US060730020022,1667
15000US060730021001,1242
15000US060730021002,682
15000US060730021003,659
15000US060730021004,1109
15000US060730021005,1627
15000US060730022011,1773
15000US060730022012,1585
15000US060730022021,1828
15000US060730022022,2381
15000US060730022023,1264
15000US060730023011,1107
15000US060730023012,1190
15000US060730023013,715
15000US060730023021,3392
15000US060730023022,2388
15000US060730023023,1453
15000US060730024011,1458
15000US060730024012,1823
15000US060730024013,1583
15000US060730024021,2718
15000US060730024022,2494
15000US060730025011,2295
15000US060730025012,1525
15000US060730025013,1763
15000US060730025021,2737
15000US060730025022,2633
15000US060730025023,1168
15000US060730026011,1873
15000US060730026012,2501
15000US060730026013,1446
15000US060730026021,1404
15000US060730026022,1402
15000US060730026023,1638
15000US060730027021,1656
15000US060730027022,1729
15000US060730027023,3154
15000US060730027031,1449
15000US060730027032,1588
15000US060730027033,1946
15000US060730027034,2090
15000US060730027051,2262
15000US060730027052,1889
15000US060730027071,1648
15000US060730027072,990
15000US060730027073,1181
15000US060730027074,1948
15000US060730027081,1389
15000US060730027082,374
15000US060730027083,2045
15000US060730027084,1838
15000US060730027091,2433
15000US060730027092,1817
15000US060730027101,1773
15000US060730027102,2745
15000US060730027111,2032
15000US060730027112,1411
15000US060730027121,1281
15000US060730027122,1653
15000US060730027123,2217
15000US060730028011,1723
15000US060730028012,1539
15000US060730028031,1838
15000US060730028032,1603
15000US060730028033,674
15000US060730028034,1002
15000US060730028041,2942
15000US060730028042,1753
15000US060730028043,907
15000US060730029021,2796
15000US060730029022,4610
15000US060730029031,1533
15000US060730029032,1212
15000US060730029033,1259
15000US060730029041,3109
15000US060730029042,3682
15000US060730029043,1662
15000US060730029044,1221
15000US060730029051,1176
15000US060730029052,1287
15000US060730029053,1815
15000US060730030011,994
15000US060730030012,2200
15000US060730030013,1498
15000US060730030031,2147
15000US060730030032,2231
15000US060730030033,1377
15000US060730030041,2800
15000US060730030042,2377
15000US060730031011,1006
15000US060730031012,1198
15000US060730031013,2038
15000US060730031031,1876
15000US060730031032,2432
15000US060730031033,2123
15000US060730031051,2902
15000US060730031052,1783
15000US060730031071,3064
15000US060730031072,1965
15000US060730031073,1010
15000US060730031081,2138
15000US060730031082,1760
15000US060730031091,1260
15000US060730031092,1061
15000US060730031093,1156
15000US060730031111,2668
15000US060730031112,1692
15000US060730031113,2537
15000US060730031121,2284
15000US060730031122,2396
15000US060730031131,2186
15000US060730031132,2899
15000US060730031141,1208
15000US060730031142,2324
15000US060730031151,2185
15000US060730031152,1478
15000US060730031153,1057
15000US060730031154,2368
15000US060730032011,1355
15000US060730032012,2157
15000US060730032013,1934
15000US060730032021,1734
15000US060730032022,2829
15000US060730032041,1518
15000US060730032042,1874
15000US060730032071,2213
15000US060730032072,1855
15000US060730032073,2400
15000US060730032081,1618
15000US060730032082,695
15000US060730032083,1205
15000US060730032084,1080
15000US060730032085,2103
15000US060730032091,2697
15000US060730032092,1554
15000US060730032093,1412
15000US060730032111,2151
15000US060730032112,1338
15000US060730032121,1481
15000US060730032122,2825
15000US060730032131,2072
15000US060730032132,2390
15000US060730032141,1858
15000US060730032142,1957
15000US060730032143,1561
15000US060730033011,2024
15000US060730033012,1892
15000US060730033031,2056
15000US060730033032,2791
15000US060730033041,1822
15000US060730033042,2408
15000US060730033051,980
15000US060730033052,2465
15000US060730033053,2475
15000US060730034011,2356
15000US060730034012,1224
15000US060730034013,511
15000US060730034014,2620
15000US060730034031,889
15000US060730034032,1748
15000US060730034033,1283
15000US060730034041,2543
15000US060730034042,2399
15000US060730035011,2160
15000US060730035012,1122
15000US060730035013,1484
15000US060730035021,460
15000US060730035022,1954
15000US060730035023,2123
15000US060730036011,2877
15000US060730036021,1740
15000US060730036022,1473
15000US060730036031,2172
15000US060730036032,911
15000US060730036033,927
15000US060730038001,6252
15000US060730039011,1443
15000US060730039012,1397
15000US060730039013,1566
15000US060730039021,714
15000US060730039022,1197
15000US060730039023,1435
15000US060730039024,709
15000US060730040001,1798
15000US060730040002,639
15000US060730040003,1338
15000US060730040004,1053
15000US060730041001,1115
15000US060730041002,1941
15000US060730041003,2249
15000US060730041004,2066
15000US060730042001,2228
15000US060730042002,2129
15000US060730042003,926
15000US060730042004,897
15000US060730043001,625
15000US060730043002,2187
15000US060730043003,1125
15000US060730044001,1237
15000US060730044002,1164
15000US060730044003,839
15000US060730044004,947
15000US060730045011,1721
15000US060730045012,483
15000US060730045013,366
15000US060730046001,1476
15000US060730046002,492
15000US060730047001,645
15000US060730047002,1066
15000US060730048001,1362
15000US060730048002,1455
15000US060730048003,1062
15000US060730049001,1503
15000US060730049002,1386
15000US060730049003,2502
15000US060730050001,2360
15000US060730051001,1518
15000US060730051002,5193
15000US060730052001,3019
15000US060730052002,3597
15000US060730053001,977
15000US060730053002,976
15000US060730053003,2259
15000US060730053004,1358
15000US060730054001,1075
15000US060730054002,2513
15000US060730054003,1056
15000US060730054004,3073
15000US060730055001,280
15000US060730056001,2702
15000US060730056002,1847
15000US060730057001,481
15000US060730057002,1131
15000US060730058001,3541
15000US060730059001,1444
15000US060730059002,997
15000US060730059003,768
15000US060730060001,1080
15000US060730060002,1321
15000US060730060003,1842
15000US060730061001,1646
15000US060730061002,634
15000US060730062001,23
15000US060730063001,3715
15000US060730065001,1026
15000US060730065002,829
15000US060730065003,1430
15000US060730066001,1805
15000US060730068011,2861
15000US060730068021,1657
15000US060730068022,2000
15000US060730068023,1743
15000US060730069001,3482
15000US060730069002,834
15000US060730069003,1446
15000US060730070021,1710
15000US060730070022,762
15000US060730070023,495
15000US060730071001,1551
15000US060730071002,2455
15000US060730071003,695
15000US060730072001,2315
15000US060730072002,3767
15000US060730073011,1195
15000US060730073012,2001
15000US060730073013,1631
15000US060730073014,566
15000US060730073021,740
15000US060730073022,817
15000US060730073023,663
15000US060730074001,1073
15000US060730074002,1043
15000US060730074003,1123
15000US060730074004,1445
15000US060730074005,1743
15000US060730074006,1078
15000US060730075011,1033
15000US060730075012,592
15000US060730075013,840
15000US060730075014,1192
15000US060730075015,392
15000US060730075021,1298
15000US060730075022,961
15000US060730075023,916
15000US060730076001,554
15000US060730076002,815
15000US060730076003,1175
15000US060730076004,510
15000US060730076005,841
15000US060730076006,461
15000US060730076007,390
15000US060730077011,1215
15000US060730077012,1167
15000US060730077013,1482
15000US060730077021,970
15000US060730077022,1446
15000US060730077023,962
15000US060730077024,715
15000US060730078001,1575
15000US060730078002,651
15000US060730078003,1835
15000US060730078004,774
15000US060730078005,1344
15000US060730079031,1020
15000US060730079032,1594
15000US060730079033,748
15000US060730079034,858
15000US060730079051,1342
15000US060730079052,1553
15000US060730079071,2083
15000US060730079072,1587
15000US060730079081,663
15000US060730079082,2835
15000US060730079101,1382
15000US060730079102,1611
15000US060730080021,660
15000US060730080022,1240
15000US060730080023,1044
15000US060730080031,1257
15000US060730080032,1568
15000US060730080033,1295
15000US060730080061,691
15000US060730080062,870
15000US060730080063,488
15000US060730080064,773
15000US060730080065,1149
15000US060730081011,588
15000US060730081012,899
15000US060730081013,1088
15000US060730081014,688
15000US060730081015,596
15000US060730081021,753
15000US060730081022,1116
15000US060730081023,1673
15000US060730082001,962
15000US060730082002,1091
15000US060730082003,847
15000US060730083011,1160
15000US060730083012,930
15000US060730083013,906
15000US060730083031,1203
15000US060730083032,1868
15000US060730083033,500
15000US060730083051,0
15000US060730083052,1877
15000US060730083061,732
15000US060730083062,1106
15000US060730083063,1367
15000US060730083071,1018
15000US060730083072,2029
15000US060730083073,823
15000US060730083101,1573
15000US060730083102,1769
15000US060730083103,3194
15000US060730083111,1688
15000US060730083112,1360
15000US060730083121,550
15000US060730083122,1255
15000US060730083123,577
15000US060730083124,1338
15000US060730083131,1011
15000US060730083132,1184
15000US060730083241,2609
15000US060730083242,2498
15000US060730083243,576
15000US060730083244,1539
15000US060730083271,2197
15000US060730083272,2715
15000US060730083273,932
15000US060730083281,7012
15000US060730083291,3221
15000US060730083292,1806
15000US060730083293,2193
15000US060730083301,3193
15000US060730083302,2821
15000US060730083311,2524
15000US060730083331,7634
15000US060730083332,8092
15000US060730083351,912
15000US060730083352,701
15000US060730083353,8601
15000US060730083361,919
15000US060730083362,1504
15000US060730083371,1856
15000US060730083372,816
15000US060730083373,1616
15000US060730083391,2053
15000US060730083401,3550
15000US060730083402,417
15000US060730083403,3344
15000US060730083404,2488
15000US060730083411,2678
15000US060730083412,5376
15000US060730083431,2795
15000US060730083432,1437
15000US060730083433,820
15000US060730083441,1878
15000US060730083442,1720
15000US060730083451,1041
15000US060730083452,1779
15000US060730083453,1286
15000US060730083461,3218
15000US060730083462,1827
15000US060730083471,3132
15000US060730083472,1681
15000US060730083473,1783
15000US060730083474,441
15000US060730083481,2526
15000US060730083482,1335
15000US060730083483,2124
15000US060730083491,1499
15000US060730083492,2260
15000US060730083501,2418
15000US060730083502,1362
15000US060730083503,1026
15000US060730083504,2202
15000US060730083511,1166
15000US060730083512,476
15000US060730083513,1043
15000US060730083514,1651
15000US060730083521,1249
15000US060730083522,1125
15000US060730083523,1289
15000US060730083531,1255
15000US060730083532,2722
15000US060730083533,1082
15000US060730083541,7324
15000US060730083542,2538
15000US060730083551,1063
15000US060730083552,2324
15000US060730083561,2024
15000US060730083562,2181
15000US060730083571,1501
15000US060730083572,1587
15000US060730083573,2130
15000US060730083581,1755
15000US060730083582,607
15000US060730083583,2204
15000US060730083584,2686
15000US060730083591,2353
15000US060730083592,2315
15000US060730083601,1961
15000US060730083602,1681
15000US060730083603,3034
15000US060730083611,2045
15000US060730083612,626
15000US060730083621,1452
15000US060730083622,705
15000US060730083623,1181
15000US060730083631,962
15000US060730083632,2888
15000US060730083633,1419
15000US060730083641,1420
15000US060730083642,2698
15000US060730083643,2062
15000US060730083651,1850
15000US060730083652,1237
15000US060730083661,6844
15000US060730085011,1886
15000US060730085012,2089
15000US060730085013,861
15000US060730085014,1030
15000US060730085021,2034
15000US060730085022,879
15000US060730085023,1293
15000US060730085024,1054
15000US060730085025,1733
15000US060730085031,1809
15000US060730085032,1864
15000US060730085033,1472
15000US060730085034,1714
15000US060730085041,997
15000US060730085042,1002
15000US060730085043,1099
15000US060730085044,1041
15000US060730085045,1995
15000US060730085051,1540
15000US060730085052,1679
15000US060730085053,629
15000US060730085054,962
15000US060730085055,1766
15000US060730085061,1663
15000US060730085062,1418
15000US060730085063,1515
15000US060730085071,983
15000US060730085072,1517
15000US060730085073,1494
15000US060730085074,1302
15000US060730085075,1002
15000US060730085076,1491
15000US060730085091,1306
15000US060730085092,1200
15000US060730085093,578
15000US060730085094,3968
15000US060730085095,743
15000US060730085101,1974
15000US060730085102,1990
15000US060730085103,1682
15000US060730085104,1613
15000US060730085111,4610
15000US060730085121,780
15000US060730085122,1597
15000US060730085123,2348
15000US060730085131,1866
15000US060730085132,926
15000US060730086001,2965
15000US060730086002,1635
15000US060730086003,747
15000US060730086004,1949
15000US060730087011,1445
15000US060730087012,1667
15000US060730087021,2181
15000US060730087022,1956
15000US060730087023,1124
15000US060730088001,1996
15000US060730088002,1314
15000US060730088003,1566
15000US060730088004,2052
15000US060730089011,1022
15000US060730089012,510
15000US060730089013,1977
15000US060730089014,1931
15000US060730089021,1132
15000US060730089022,1086
15000US060730090001,3147
15000US060730090002,1424
15000US060730091011,906
15000US060730091012,2138
15000US060730091013,1518
15000US060730091014,1626
15000US060730091021,1693
15000US060730091022,2033
15000US060730091031,776
15000US060730091032,965
15000US060730091033,1112
15000US060730091034,992
15000US060730091041,987
15000US060730091042,2245
15000US060730091061,1082
15000US060730091062,3067
15000US060730091063,790
15000US060730091071,3175
15000US060730091072,1967
15000US060730092011,1372
15000US060730092012,1674
15000US060730092013,1408
15000US060730092014,1428
15000US060730092021,2843
15000US060730092022,3378
15000US060730093011,785
15000US060730093012,1336
15000US060730093013,1826
15000US060730093014,1193
15000US060730093041,3009
15000US060730093042,1712
15000US060730093043,4555
15000US060730093051,3119
15000US060730093052,591
15000US060730093053,920
15000US060730093061,2612
15000US060730093062,412
15000US060730093063,1301
15000US060730093064,1449
15000US060730094001,4565
15000US060730095021,1717
15000US060730095022,2378
15000US060730095041,5829
15000US060730095042,923
15000US060730095051,1173
15000US060730095052,1233
15000US060730095053,2683
15000US060730095054,2262
15000US060730095061,2548
15000US060730095062,1888
15000US060730095071,2076
15000US060730095072,838
15000US060730095073,859
15000US060730095091,2647
15000US060730095092,1705
15000US060730095101,1352
15000US060730095102,2383
15000US060730095103,1211
15000US060730095111,1729
15000US060730095112,2595
15000US060730096021,1564
15000US060730096022,779
15000US060730096023,955
15000US060730096024,711
15000US060730096031,1905
15000US060730096032,1303
15000US060730096033,1184
15000US060730096034,1044
15000US060730096041,628
15000US060730096042,542
15000US060730096043,1343
15000US060730096044,1065
15000US060730097031,1148
15000US060730097032,863
15000US060730097033,1390
15000US060730097041,1414
15000US060730097042,925
15000US060730097043,1633
15000US060730097044,598
15000US060730097045,1403
15000US060730097051,900
15000US060730097052,1803
15000US060730097053,1540
15000US060730097061,1191
15000US060730097062,1480
15000US060730097063,1658
15000US060730097064,596
15000US060730097065,946
15000US060730097066,848
15000US060730097067,797
15000US060730098011,1224
15000US060730098012,1351
15000US060730098013,1260
15000US060730098014,1116
15000US060730098021,936
15000US060730098022,1133
15000US060730098023,1422
15000US060730098024,2550
15000US060730098025,491
15000US060730098041,1880
15000US060730098042,833
15000US060730098043,822
15000US060730098044,1489
15000US060730098051,1244
15000US060730098052,772
15000US060730098053,1132
15000US060730098054,1728
15000US060730099011,809
15000US060730099021,0
15000US060730100011,1274
15000US060730100012,3025
15000US060730100031,2045
15000US060730100032,1246
15000US060730100033,1205
15000US060730100034,1642
15000US060730100041,2156
15000US060730100042,2911
15000US060730100051,2918
15000US060730100052,1045
15000US060730100053,2981
15000US060730100054,1243
15000US060730100091,3883
15000US060730100092,1953
15000US060730100093,265
15000US060730100094,817
15000US060730100101,1649
15000US060730100102,2327
15000US060730100103,1284
15000US060730100111,1590
15000US060730100112,2386
15000US060730100121,805
15000US060730100122,2906
15000US060730100123,1410
15000US060730100131,2531
15000US060730100132,3340
15000US060730100141,3945
15000US060730100142,15473
15000US060730100151,3079
15000US060730101031,2145
15000US060730101032,1587
15000US060730101033,2635
15000US060730101041,1581
15000US060730101042,2163
15000US060730101061,2152
15000US060730101062,2585
15000US060730101063,1248
15000US060730101071,2861
15000US060730101072,782
15000US060730101073,2438
15000US060730101074,1020
15000US060730101091,1998
15000US060730101092,3079
15000US060730101101,1949
15000US060730101102,2166
15000US060730101103,1653
15000US060730101104,1803
15000US060730101105,511
15000US060730101111,1598
15000US060730101112,1863
15000US060730101121,2824
15000US060730101122,2344
15000US060730102001,2021
15000US060730102002,793
15000US060730102003,1319
15000US060730102004,1148
15000US060730102005,1099
15000US060730102006,883
15000US060730103001,668
15000US060730103002,1545
15000US060730103003,1512
15000US060730103004,598
15000US060730104011,2505
15000US060730104021,2446
15000US060730104022,1182
15000US060730104023,2670
15000US060730105011,1471
15000US060730105021,1347
15000US060730105022,1172
15000US060730105023,1831
15000US060730105024,1046
15000US060730106011,1196
15000US060730106012,930
15000US060730108001,1245
15000US060730108002,1539
15000US060730109001,898
15000US060730109002,1180
15000US060730110001,2248
15000US060730110002,1569
15000US060730111001,2119
15000US060730111002,1485
