GEOID,population
15000US483550017011,1198
15000US483550017012,940
15000US483550017013,725
15000US483550017014,1298
15000US483550017015,1285
15000US483550017016,1443
15000US483550017021,1168
15000US483550017022,944
15000US483550018011,1100
15000US483550018012,663
15000US483550018013,943
15000US483550018014,2036
15000US483550018015,1184
15000US483550018021,1502
15000US483550018022,944
15000US483550019021,2728
15000US483550019022,3121
15000US483550019023,2729
15000US483550019031,794
15000US483550019032,468
15000US483550019033,2624
15000US483550019041,1319
15000US483550019042,1473
15000US483550019043,1793
15000US483550020011,837
15000US483550020012,1080
15000US483550020013,1129
15000US483550020014,1360
15000US483550020021,1722
15000US483550020022,1119
15000US483550020023,1086
15000US483550021011,481
15000US483550021012,848
15000US483550021013,949
15000US483550021014,1416
15000US483550021021,1180
15000US483550021022,1107
15000US483550021023,1237
15000US483550022001,1048
15000US483550022002,463
15000US483550022003,1567
15000US483550022004,1744
15000US483550022005,941
15000US483550023011,821
15000US483550023012,1752
15000US483550023013,1841
15000US483550023031,1591
15000US483550023032,679
15000US483550023033,1921
15000US483550023041,1015
15000US483550023042,846
15000US483550023043,1031
15000US483550023044,2363
15000US483550024001,868
15000US483550024002,1117
15000US483550024003,1088
15000US483550024004,1661
15000US483550024005,991
15000US483550025001,855
15000US483550025002,1307
15000US483550025003,1175
15000US483550025004,1003
15000US483550026011,1326
15000US483550026012,1181
15000US483550026021,783
15000US483550026022,1322
15000US483550026031,1759
15000US483550026032,920
15000US483550026033,656
15000US483550027031,1399
15000US483550027032,341
15000US483550027033,1488
15000US483550027034,1528
15000US483550027035,601
15000US483550027041,928
15000US483550027042,1750
15000US483550027043,2104
15000US483550027044,899
15000US483550027051,1558
15000US483550027052,1052
15000US483550027053,932
15000US483550027054,1948
15000US483550027061,3352
15000US483550029001,937
15000US483550030011,2135
15000US483550030012,767
15000US483550030013,3180
15000US483550030021,2731
15000US483550030022,1008
15000US483550030023,1116
15000US483550031011,1480
15000US483550031012,743
15000US483550031013,1027
15000US483550031014,775
15000US483550031015,1162
15000US483550031021,1867
15000US483550031022,3533
15000US483550032021,4442
15000US483550032022,534
15000US483550032023,1237
15000US483550032031,1855
15000US483550032032,1591
15000US483550032033,2639
15000US483550032041,2894
15000US483550032042,1496
15000US483550033031,611
15000US483550033032,644
15000US483550033041,2461
15000US483550033042,2299
15000US483550033043,1488
15000US483550033051,2892
15000US483550033052,1835
15000US483550033061,2181
15000US483550033062,2536
15000US483550034011,1129
15000US483550034012,1678
15000US483550034013,1641
15000US483550034021,1743
15000US483550034022,1983
15000US483550034023,1592
15000US483550034024,750
15000US483550034025,822
15000US483550035001,850
15000US483550035002,1406
15000US483550036011,923
15000US483550036012,977
15000US483550036013,2772
15000US483550036014,1804
15000US483550036021,1871
15000US483550036022,2006
15000US483550036023,1263
15000US483550036024,1080
15000US483550036031,2549
15000US483550036032,2321
15000US483550037001,2015
15000US483550037002,671
15000US483550037003,720
15000US483550051021,1544
15000US483550051022,2262
15000US483550054041,2305
15000US483550054042,1617
15000US483550054061,964
15000US483550054062,1253
15000US483550054063,1565
15000US483550054071,1776
15000US483550054072,1151
15000US483550054081,1536
15000US483550054082,3270
15000US483550054091,2072
15000US483550054092,1757
15000US483550054101,1441
15000US483550054102,2105
15000US483550054111,1956
15000US483550054112,1945
15000US483550054121,4079
15000US483550054122,1431
15000US483550054131,2238
15000US483550054132,1071
15000US483550054141,1603
15000US483550054142,1123
15000US483550054151,3823
15000US483550054152,3070
15000US483550054161,1674
15000US483550054162,2226
15000US483550054171,2075
15000US483550054172,3099
15000US483550056011,527
15000US483550056012,956
15000US483550056013,1989
15000US483550056014,1348
15000US483550056015,1289
15000US483550056021,2464
15000US483550056022,1302
15000US483550056023,1071
15000US483550056024,1820
15000US483550058011,2075
15000US483550058012,3976
15000US483550058013,405
15000US483550058021,836
15000US483550058022,4281
15000US483550058023,1953
15000US483550059001,2520
15000US483550059002,521
15000US483550060001,622
15000US483550060002,1504
15000US483550061001,1150
15000US483550061002,1055
15000US483550061003,1222
15000US483550062001,1348
15000US483550062002,4027
15000US483550062003,3950
15000US483550063001,345
15000US483550063002,2284
15000US483550064001,518
15000US483550064002,1986
15000US483550064003,274
15000US483559800001,14
15000US483559900000,0
15000US483579501001,877
15000US483579501002,631
15000US483579503001,928
15000US483579503002,1526
15000US483579503003,1302
15000US483579504001,651
15000US483579504002,750
15000US483579504003,2497
15000US483579504004,1186
15000US483599501001,951
15000US483599501002,1139
15000US483610202001,588
15000US483610202002,562
15000US483610202003,1236
15000US483610202004,1628
15000US483610203001,1091
15000US483610203002,709
15000US483610203003,881
15000US483610205001,862
15000US483610205002,589
15000US483610205003,844
15000US483610205004,981
15000US483610207001,1420
15000US483610207002,1175
15000US483610207003,795
15000US483610207004,1607
15000US483610208001,1062
15000US483610208002,847
15000US483610209001,527
15000US483610209002,693
15000US483610209003,1331
15000US483610209004,927
15000US483610210001,2228
15000US483610211001,1788
15000US483610212001,1198
15000US483610212002,1581
15000US483610212003,2449
15000US483610213001,3148
15000US483610213002,710
15000US483610213003,1728
15000US483610214001,1951
15000US483610214002,1873
15000US483610215011,2268
15000US483610215021,603
15000US483610215022,480
15000US483610215023,1064
15000US483610215024,2581
15000US483610215025,1502
15000US483610216001,890
15000US483610216002,1953
15000US483610216003,855
15000US483610217001,702
15000US483610217002,1317
15000US483610218001,1077
15000US483610218002,1380
15000US483610219001,803
15000US483610219002,954
15000US483610219003,1368
15000US483610219004,797
15000US483610219005,1158
15000US483610219006,2178
15000US483610220001,1027
15000US483610220002,1285
15000US483610220003,2024
15000US483610222001,445
15000US483610222002,3841
15000US483610223001,1508
15000US483610223002,1042
15000US483610223003,383
15000US483610223004,1299
15000US483610223005,2851
15000US483610224001,804
15000US483610224002,1844
15000US483610224003,514
15000US483610224004,850
15000US483610224005,1391
15000US483630001001,525
15000US483630001002,888
15000US483630001003,1480
15000US483630002001,1202
15000US483630002002,754
15000US483630003001,2666
15000US483630003002,1239
15000US483630004001,1600
15000US483630004002,2155
15000US483630004003,1259
15000US483630004004,704
15000US483630005001,950
15000US483630005002,889
15000US483630006001,676
15000US483630006002,831
15000US483630006003,1870
15000US483630007001,1887
15000US483630007002,1265
15000US483630008001,791
15000US483630008002,978
15000US483630008003,1146
15000US483630008004,256
15000US483630009001,1160
15000US483630009002,1146
15000US483659501001,490
15000US483659501002,1019
15000US483659501003,1255
15000US483659501004,1711
15000US483659502001,1832
15000US483659502002,792
15000US483659502003,707
15000US483659503001,1432
15000US483659503002,1121
15000US483659503003,603
15000US483659503004,932
15000US483659504001,535
15000US483659504002,1149
15000US483659504003,1521
15000US483659504004,1136
15000US483659504005,708
15000US483659504006,1462
15000US483659505001,1479
15000US483659505002,1065
15000US483659506001,1372
15000US483659506002,1119
15000US483671401011,2843
15000US483671401012,2117
15000US483671401021,2499
15000US483671401022,1998
15000US483671401023,1312
15000US483671402001,1840
15000US483671402002,2793
15000US483671402003,2393
15000US483671403001,1340
15000US483671403002,1289
15000US483671403003,605
15000US483671403004,1689
15000US483671403005,1457
15000US483671404031,2155
15000US483671404032,1385
15000US483671404033,3044
15000US483671404051,2775
15000US483671404052,3377
15000US483671404053,1142
15000US483671404071,4171
15000US483671404072,2198
15000US483671404073,4561
15000US483671404081,1974
15000US483671404082,2866
15000US483671404091,2309
15000US483671404092,1525
15000US483671404101,1794
15000US483671404102,1916
15000US483671404111,3372
15000US483671404112,1402
15000US483671405011,1843
15000US483671405012,2997
15000US483671405013,3130
15000US483671405021,639
15000US483671405022,2937
15000US483671405023,1052
15000US483671406011,783
15000US483671406012,1361
15000US483671406013,3224
15000US483671406014,1911
15000US483671406021,2027
15000US483671406022,4770
15000US483671406023,2620
15000US483671406024,756
15000US483671407031,2738
15000US483671407032,3786
15000US483671407033,1214
15000US483671407041,2831
15000US483671407042,4617
15000US483671407043,2172
15000US483671407051,3417
15000US483671407052,4438
15000US483671407061,4255
15000US483671407062,2143
15000US483671407063,2000
15000US483699502001,1374
15000US483699502002,1284
15000US483699502003,1296
15000US483699502004,907
15000US483699503001,1331
15000US483699503002,533
15000US483699503003,906
15000US483699503004,1419
15000US483699503005,802
15000US483719501001,703
15000US483719501002,746
15000US483719501003,749
15000US483719503001,1122
15000US483719503002,435
15000US483719503003,750
15000US483719503004,1087
15000US483719504001,1391
15000US483719504002,805
15000US483719504003,750
15000US483719504004,1253
15000US483719505001,2262
15000US483719505002,624
15000US483719505003,3120
15000US483732101011,2102
15000US483732101012,1231
15000US483732101013,2037
15000US483732101021,453
15000US483732101022,3647
15000US483732101023,836
15000US483732101024,1624
15000US483732102031,3667
15000US483732102032,2892
15000US483732102041,1575
15000US483732102042,1543
15000US483732102043,1689
15000US483732102051,1584
15000US483732102052,1172
15000US483732102061,807
15000US483732102062,1566
15000US483732102063,904
15000US483732103011,1076
15000US483732103012,1484
15000US483732103013,999
15000US483732103021,1353
15000US483732103022,1774
15000US483732103023,394
15000US483732103024,965
15000US483732104001,1137
15000US483732104002,1555
15000US483732104003,1942
15000US483732104004,972
15000US483732105001,1220
15000US483732105002,1813
15000US483732105003,1824
15000US483750101001,1277
15000US483750101002,1048
15000US483750102001,1194
15000US483750102002,1000
15000US483750103001,1429
15000US483750104001,1401
15000US483750104002,855
15000US483750104003,1023
15000US483750106001,856
15000US483750106002,1309
15000US483750107001,900
15000US483750107002,1810
15000US483750107003,782
15000US483750110001,1155
15000US483750110002,1291
15000US483750115001,851
15000US483750115002,1595
15000US483750115003,671
15000US483750115004,1304
15000US483750116001,720
15000US483750116002,1003
15000US483750116003,1968
15000US483750116004,784
15000US483750117001,1868
15000US483750117002,1304
15000US483750117003,973
15000US483750118001,979
15000US483750118002,1060
15000US483750118003,843
15000US483750118004,786
15000US483750119001,865
15000US483750119002,1234
15000US483750119003,534
15000US483750120001,1052
15000US483750120002,530
15000US483750122001,413
15000US483750122002,1337
15000US483750122003,1218
15000US483750122004,855
15000US483750126001,1543
15000US483750126002,1166
15000US483750128001,1048
15000US483750128002,2244
15000US483750128003,1381
15000US483750130001,949
15000US483750130002,428
15000US483750132001,646
15000US483750132002,837
15000US483750133001,1005
15000US483750133002,2177
15000US483750133003,2385
15000US483750134001,1985
15000US483750134002,447
15000US483750139001,1236
15000US483750139002,993
15000US483750139003,1641
15000US483750141001,1628
15000US483750141002,1553
15000US483750143001,3005
15000US483750143002,776
15000US483750143003,1909
15000US483750144011,5592
15000US483750144012,2681
15000US483750145001,1293
15000US483750145002,1399
15000US483750145003,731
15000US483750145004,1165
15000US483750145005,1122
15000US483750147001,1788
15000US483750147002,1918
15000US483750147003,1111
15000US483750148001,448
15000US483750148002,1250
15000US483750148003,908
15000US483750149001,1364
15000US483750149002,2043
15000US483750149003,2764
15000US483750149004,512
15000US483750150001,1174
15000US483750150002,1600
15000US483750150003,2537
15000US483750150004,563
15000US483750150005,831
15000US483750150006,573
15000US483750151001,1747
15000US483750151002,1074
15000US483750152001,938
15000US483750152002,824
15000US483750152003,752
15000US483750153001,1958
15000US483750153002,510
15000US483750153003,1505
15000US483750153004,787
15000US483750154001,334
15000US483750154002,972
15000US483750154003,1072
15000US483759800001,0
15000US483779501001,752
15000US483779501002,857
15000US483779501003,851
15000US483779502001,772
15000US483779502002,2454
15000US483779502003,1437
15000US483799501001,2549
15000US483799501002,1371
15000US483799501003,2547
15000US483799502001,2741
15000US483799502002,2265
15000US483810201001,851
15000US483810201002,1427
15000US483810202001,849
15000US483810202002,1357
15000US483810203001,904
15000US483810203002,1041
15000US483810204001,859
15000US483810204002,1288
15000US483810205001,497
15000US483810205002,994
15000US483810205003,741
15000US483810205004,1182
15000US483810206001,1079
15000US483810206002,911
15000US483810206003,869
15000US483810206004,982
15000US483810208001,1817
15000US483810208002,952
15000US483810208003,1080
15000US483810208004,1845
15000US483810208005,1126
15000US483810209001,687
15000US483810209002,995
15000US483810209003,1331
15000US483810210001,529
15000US483810210002,838
15000US483810210003,873
15000US483810211011,1316
15000US483810211012,709
15000US483810211013,1369
15000US483810211014,1034
15000US483810211021,1574
15000US483810211022,696
15000US483810212001,993
15000US483810212002,815
15000US483810212003,1306
15000US483810212004,915
15000US483810212005,1140
15000US483810213001,849
15000US483810213002,711
15000US483810213003,1713
15000US483810213004,921
15000US483810213005,1076
15000US483810215001,1592
15000US483810215002,1454
15000US483810215003,913
15000US483810215004,1017
15000US483810216021,995
15000US483810216022,1110
15000US483810216023,195
15000US483810216024,492
15000US483810216025,1299
15000US483810216026,689
15000US483810216031,738
15000US483810216032,1307
15000US483810216041,735
15000US483810216042,1077
15000US483810216043,721
15000US483810216044,832
15000US483810216045,681
15000US483810216051,1079
15000US483810216052,854
15000US483810216061,1329
15000US483810216062,1707
15000US483810216063,1463
15000US483810216064,825
15000US483810216081,3446
15000US483810216082,2164
15000US483810216083,3445
15000US483810216091,2568
15000US483810216092,2522
15000US483810217021,1002
15000US483810217022,1758
15000US483810217023,2016
15000US483810217031,2967
15000US483810217032,1598
15000US483810217033,1444
15000US483810217041,5545
15000US483810217042,879
15000US483810217043,1665
15000US483810218011,1672
15000US483810218012,1379
15000US483810218013,1046
15000US483810218014,712
15000US483810218015,939
15000US483810218016,1223
15000US483810218021,847
15000US483810218022,2180
15000US483810218023,2743
15000US483810219001,1980
15000US483810219002,1766
15000US483810219003,1425
15000US483810220011,3402
15000US483810220012,3491
15000US483810220021,1519
15000US483810220022,4987
15000US483839501001,555
15000US483839501002,1333
15000US483839501003,584
15000US483839501004,1280
15000US483859501001,1075
15000US483859501002,1480
15000US483859501003,834
15000US483879501001,785
15000US483879501002,1670
15000US483879505001,471
15000US483879505002,382
15000US483879505003,244
15000US483879505004,1260
15000US483879505005,477
15000US483879505006,937
15000US483879505007,789
15000US483879506001,1621
15000US483879506002,439
15000US483879506003,835
15000US483879507001,556
15000US483879507002,683
15000US483879507003,1126
15000US483899501001,4309
15000US483899502001,1071
15000US483899502002,686
15000US483899502003,1302
15000US483899503001,412
15000US483899503002,1534
15000US483899504001,958
15000US483899504002,720
15000US483899504003,1447
15000US483899504004,1550
15000US483899505001,1136
15000US483919502001,763
15000US483919502002,1251
15000US483919502003,879
15000US483919502004,781
15000US483919504001,1181
15000US483919504002,956
15000US483919504003,773
15000US483919504004,652
15000US483939501001,885
15000US483959601001,735
15000US483959601002,1032
15000US483959602001,829
15000US483959602002,864
15000US483959603001,1046
15000US483959603002,2207
15000US483959603003,1457
15000US483959604001,1399
15000US483959604002,1049
15000US483959604003,833
15000US483959605001,2115
15000US483959605002,1669
15000US483959605003,1219
15000US483959605004,436
15000US483970401011,3832
15000US483970401012,2920
15000US483970401021,3535
15000US483970401022,4284
15000US483970402001,3141
15000US483970402002,3370
15000US483970403011,1505
15000US483970403012,724
15000US483970403013,3986
15000US483970403021,1834
15000US483970403022,1358
15000US483970403023,1396
15000US483970403024,1723
15000US483970403025,1946
15000US483970404011,7217
15000US483970404012,5050
15000US483970404021,3544
15000US483970404022,9255
15000US483970405031,1826
15000US483970405032,1864
15000US483970405033,3034
15000US483970405041,2470
15000US483970405042,1405
15000US483970405043,3094
15000US483970405051,2863
15000US483970405052,1771
15000US483970405053,2820
15000US483970405054,3588
15000US483970405061,4353
15000US483970405062,3934
15000US483999501001,700
15000US483999501002,607
15000US483999502001,371
15000US483999502002,1075
15000US483999502003,1075
15000US483999505001,554
15000US483999505002,1404
15000US483999506001,932
15000US483999506002,1131
15000US483999506003,841
15000US483999506004,789
15000US483999506005,831
15000US484019501001,2270
15000US484019501002,1255
15000US484019501003,1054
15000US484019501004,630
15000US484019502001,2196
15000US484019502002,1057
15000US484019503001,1341
15000US484019503002,1514
15000US484019503003,1592
15000US484019503004,2153
15000US484019504001,1727
15000US484019504002,1200
15000US484019504003,1713
15000US484019504004,995
15000US484019505011,1894
15000US484019505012,2537
15000US484019505013,1145
15000US484019505021,1219
15000US484019505022,2295
15000US484019505023,1104
15000US484019506001,1110
15000US484019506002,1143
15000US484019507001,3725
15000US484019507002,774
15000US484019507003,850
15000US484019508001,1082
15000US484019508002,1213
15000US484019508003,616
15000US484019508004,1122
15000US484019509001,700
15000US484019509002,1482
15000US484019509003,407
15000US484019509004,942
15000US484019510001,1439
15000US484019510002,937
15000US484019511001,819
15000US484019511002,1007
15000US484019511003,971
15000US484019512001,1010
15000US484019512002,597
15000US484019512003,758
15000US484039501001,748
15000US484039501002,1718
15000US484039502001,950
15000US484039502002,961
15000US484039502003,1384
15000US484039503001,850
15000US484039503002,1427
15000US484039503003,751
15000US484039503004,1189
15000US484039503005,480
15000US484059501001,598
15000US484059501002,1471
15000US484059501003,950
15000US484059502001,634
15000US484059502002,644
15000US484059502003,1185
15000US484059503001,1736
15000US484059503002,1109
15000US484072001011,2629
15000US484072001012,1827
15000US484072001013,2734
15000US484072001021,2117
15000US484072001022,1320
15000US484072001023,4471
15000US484072001024,1755
15000US484072001025,1339
15000US484072002001,1528
15000US484072002002,1554
15000US484072002003,1869
15000US484072003001,1171
15000US484072003002,1718
15000US484072003003,711
15000US484072003004,1076
15000US484090102011,1808
15000US484090102012,453
15000US484090102013,1428
15000US484090102021,784
15000US484090102022,2196
15000US484090102023,1944
15000US484090103011,1625
15000US484090103012,1319
15000US484090103013,1824
15000US484090103021,1147
15000US484090103022,3427
15000US484090103023,417
15000US484090105001,1052
15000US484090105002,1013
15000US484090106011,1093
15000US484090106012,2736
15000US484090106013,1124
15000US484090106014,906
15000US484090106021,2153
15000US484090106022,1957
15000US484090106031,2779
15000US484090106041,1310
15000US484090106042,1771
15000US484090107001,1014
15000US484090107002,2900
15000US484090108001,1637
15000US484090108002,964
15000US484090108003,719
15000US484090108004,874
15000US484090109001,1734
15000US484090109002,1450
15000US484090109003,1660
15000US484090110001,2180
15000US484090110002,617
15000US484090110003,1766
15000US484090110004,2083
15000US484090111001,1069
15000US484090111002,868
15000US484090111003,924
15000US484090112001,1352
15000US484090112002,1524
15000US484090112003,509
15000US484090113001,1994
15000US484090113002,2228
15000US484090113003,714
15000US484119501001,953
15000US484119501002,1057
15000US484119501003,550
15000US484119502001,1607
15000US484119502002,1795
15000US484139503001,481
15000US484139503002,1079
15000US484139503003,1501
15000US484159501001,2451
15000US484159501002,1558
15000US484159501003,935
15000US484159502001,1303
15000US484159503001,352
15000US484159503002,1672
15000US484159503003,1577
15000US484159503004,1744
15000US484159503005,641
15000US484159506001,916
15000US484159506002,1019
15000US484159506003,1084
15000US484159506004,919
15000US484159506005,1068
15000US484179503001,843
15000US484179503002,534
15000US484179503003,532
15000US484179503004,1402
15000US484199501001,1183
15000US484199501002,285
15000US484199501003,2153
15000US484199501004,1272
15000US484199502001,1332
15000US484199502002,1253
15000US484199502003,928
15000US484199503001,2031
15000US484199503002,1118
15000US484199503003,1682
15000US484199504001,1372
15000US484199504002,313
15000US484199504003,1113
15000US484199504004,1751
15000US484199504005,894
15000US484199505001,1593
15000US484199505002,1972
15000US484199506001,1876
15000US484199506002,675
15000US484199506003,682
15000US484219502001,1340
15000US484219502002,1718
15000US484230001001,2688
15000US484230001002,1102
15000US484230001003,547
15000US484230001004,896
15000US484230001005,1252
15000US484230002011,1130
15000US484230002012,1237
15000US484230002013,793
15000US484230002014,1443
15000US484230002021,1254
15000US484230002022,612
15000US484230003001,2530
15000US484230003002,1226
15000US484230003003,1319
15000US484230003004,614
15000US484230004001,1062
15000US484230004002,1574
15000US484230005001,1057
15000US484230005002,1752
15000US484230006001,897
15000US484230006002,1609
15000US484230007001,1388
15000US484230007002,385
15000US484230007003,2392
15000US484230008001,627
15000US484230008002,932
15000US484230008003,943
15000US484230008004,1222
15000US484230008005,847
15000US484230008006,1248
15000US484230009001,1101
15000US484230009002,2057
15000US484230009003,1869
15000US484230010001,916
15000US484230010002,1077
15000US484230010003,1258
15000US484230010004,1605
15000US484230010005,914
15000US484230011011,1382
15000US484230011012,1034
15000US484230011013,677
15000US484230011014,781
15000US484230011021,993
15000US484230011022,798
15000US484230011023,823
15000US484230012001,1094
15000US484230012002,1308
15000US484230012003,1098
15000US484230013001,997
15000US484230013002,1311
15000US484230014011,881
15000US484230014012,1846
15000US484230014013,1217
15000US484230014014,2540
15000US484230014015,2156
15000US484230014031,1808
15000US484230014032,2407
15000US484230014033,3217
15000US484230014041,1854
15000US484230014042,1765
15000US484230014043,3119
15000US484230015001,2298
15000US484230015002,2023
15000US484230015003,1134
15000US484230016011,4354
15000US484230016012,3088
15000US484230016021,3486
15000US484230016022,784
15000US484230016041,2321
15000US484230016042,2657
15000US484230016043,2006
15000US484230017001,2434
15000US484230017002,4369
15000US484230017003,2566
15000US484230018011,1192
15000US484230018012,2134
15000US484230018013,1626
15000US484230018014,1067
15000US484230018015,1441
15000US484230018021,2529
15000US484230018022,2229
15000US484230018023,3108
15000US484230018031,1977
15000US484230018032,1129
15000US484230018033,1559
15000US484230019011,1599
15000US484230019012,1117
15000US484230019013,2109
15000US484230019014,1229
15000US484230019051,1125
15000US484230019052,5029
15000US484230019053,3028
15000US484230019061,3375
15000US484230019062,1982
15000US484230019071,1333
15000US484230019072,1952
15000US484230019073,1403
15000US484230019074,1796
15000US484230019081,3882
15000US484230019082,4363
15000US484230019083,3142
15000US484230020031,1114
15000US484230020032,953
15000US484230020033,1023
15000US484230020034,1080
15000US484230020041,1824
15000US484230020042,918
15000US484230020061,1334
15000US484230020062,1588
15000US484230020063,932
15000US484230020071,1689
15000US484230020072,2221
15000US484230020073,1250
15000US484230020074,3287
15000US484230020081,2259
15000US484230020082,2212
15000US484230020083,2343
15000US484230020091,2550
15000US484230020092,1584
15000US484230020093,4306
15000US484230021011,1399
15000US484230021012,1892
15000US484230021013,1202
15000US484230021021,1615
15000US484230021022,1358
15000US484230021023,2545
15000US484230022001,2638
15000US484230022002,1679
15000US484230022003,1764
15000US484239800001,0
15000US484250001001,3181
15000US484250001002,1917
15000US484250001003,1932
15000US484250002001,1052
15000US484250002002,661
15000US484279501011,1197
15000US484279501041,3436
15000US484279501042,1546
15000US484279501051,2166
15000US484279501052,2367
15000US484279501061,1915
15000US484279501062,1137
15000US484279501071,2179
15000US484279501072,1834
15000US484279501081,1421
15000US484279501082,2028
15000US484279502021,1118
15000US484279502022,1728
15000US484279502031,1838
15000US484279502032,3023
15000US484279502041,1535
15000US484279502042,721
15000US484279502043,1854
15000US484279502044,1055
15000US484279504011,791
15000US484279504012,2042
15000US484279504013,1041
15000US484279504014,1582
15000US484279504021,2872
15000US484279504022,2387
15000US484279505001,352
15000US484279505002,1108
15000US484279505003,1823
15000US484279505004,1299
15000US484279506001,869
15000US484279506002,625
15000US484279506003,2097
15000US484279506004,3843
15000US484279507011,2256
15000US484279507012,1679
15000US484279507021,1201
15000US484279507022,1929
15000US484299502001,564
15000US484299502002,1481
15000US484299502003,1194
15000US484299502004,1014
15000US484299503001,532
15000US484299503002,785
15000US484299503003,430
15000US484299505001,1279
15000US484299505002,1276
15000US484299505003,817
15000US484319501001,1141
15000US484339503001,569
15000US484339503002,816
15000US484359503001,945
15000US484359503002,1042
15000US484359503003,938
15000US484359503004,940
15000US484379502001,780
15000US484379502002,1110
15000US484379503001,1137
15000US484379503002,890
15000US484379503003,1305
15000US484379503004,949
15000US484379504001,466
15000US484379504002,847
15000US484391001011,1435
15000US484391001012,1791
15000US484391001013,1307
15000US484391001014,1041
15000US484391001015,515
15000US484391001021,1061
15000US484391001022,1865
15000US484391001023,934
15000US484391001024,641
15000US484391002011,1999
15000US484391002012,1779
15000US484391002013,858
15000US484391002021,2415
15000US484391002022,769
15000US484391002023,2274
15000US484391003001,1117
15000US484391003002,946
15000US484391003003,819
15000US484391003004,2396
15000US484391004001,533
15000US484391004002,821
15000US484391004003,892
15000US484391004004,1446
15000US484391004005,1020
15000US484391004006,1385
15000US484391005011,1714
15000US484391005012,1114
15000US484391005013,3678
15000US484391005014,2447
15000US484391005015,2385
15000US484391005021,1921
15000US484391005022,1247
15000US484391005023,1537
15000US484391005024,1469
15000US484391005025,794
15000US484391005026,929
15000US484391006011,820
15000US484391006012,960
15000US484391006013,713
15000US484391006021,1035
15000US484391006022,2738
15000US484391007001,1160
15000US484391007002,1314
15000US484391007003,955
15000US484391007004,630
15000US484391007005,578
15000US484391008001,1542
15000US484391008002,758
15000US484391008003,1064
15000US484391008004,1530
15000US484391008005,831
15000US484391008006,841
15000US484391009001,532
15000US484391009002,1381
15000US484391012011,529
15000US484391012012,1468
15000US484391012021,1241
15000US484391012022,2105
15000US484391012023,1714
15000US484391013011,1324
15000US484391013012,1726
15000US484391013013,757
15000US484391013014,1461
15000US484391013021,502
15000US484391013022,1645
15000US484391013023,1114
15000US484391014011,1092
15000US484391014012,1131
15000US484391014013,802
15000US484391014014,1113
15000US484391014015,1220
15000US484391014021,996
15000US484391014022,758
15000US484391014023,1872
15000US484391014031,1518
15000US484391014032,1149
15000US484391014033,1019
15000US484391014034,1517
15000US484391015001,1000
15000US484391015002,352
15000US484391015003,887
15000US484391015004,854
15000US484391015005,807
15000US484391017001,2016
15000US484391017002,729
15000US484391020001,2189
15000US484391020002,777
15000US484391021001,1331
15000US484391021002,592
15000US484391021003,1038
15000US484391021004,1616
15000US484391021005,1179
15000US484391022011,865
15000US484391022012,849
15000US484391022013,713
15000US484391022014,1002
15000US484391022021,1213
15000US484391022022,641
15000US484391022023,1086
15000US484391023011,1165
15000US484391023012,1190
15000US484391023013,1098
15000US484391023021,2087
15000US484391023022,941
15000US484391023023,1524
15000US484391023024,897
15000US484391024011,1049
15000US484391024012,934
15000US484391024013,1266
15000US484391024014,1287
15000US484391024021,973
15000US484391024022,1229
15000US484391024023,1761
15000US484391024024,649
15000US484391025001,543
15000US484391025002,1370
15000US484391025003,529
15000US484391025004,837
15000US484391026011,584
15000US484391026012,1369
15000US484391026013,2067
15000US484391026021,1233
15000US484391026022,1729
15000US484391026023,851
15000US484391027001,735
15000US484391027002,837
15000US484391027003,1242
15000US484391027004,796
15000US484391028001,597
15000US484391028002,766
15000US484391035001,804
15000US484391035002,675
15000US484391035003,2243
15000US484391035004,2113
15000US484391036011,1348
15000US484391036012,1201
15000US484391036013,447
15000US484391036021,1108
15000US484391036022,1302
15000US484391037011,1207
15000US484391037012,1181
15000US484391037013,1579
15000US484391037021,1675
15000US484391037022,1025
15000US484391038001,2095
15000US484391038002,1400
15000US484391041001,875
15000US484391041002,1393
15000US484391041003,521
15000US484391041004,654
15000US484391042011,892
15000US484391042012,1262
15000US484391042013,1745
15000US484391042014,2444
15000US484391042021,620
15000US484391042022,1000
15000US484391042023,629
15000US484391042024,1127
15000US484391043001,1629
15000US484391043002,826
15000US484391043003,853
15000US484391043004,648
15000US484391043005,931
15000US484391043006,1034
15000US484391044001,1516
15000US484391044002,1053
15000US484391044003,461
15000US484391044004,1433
15000US484391044005,840
15000US484391045021,2124
15000US484391045022,663
15000US484391045031,1224
15000US484391045032,1485
15000US484391045041,1461
15000US484391045042,1621
15000US484391045051,1521
15000US484391045052,911
15000US484391045053,2123
15000US484391046011,1077
15000US484391046012,2181
15000US484391046013,1268
15000US484391046021,1550
15000US484391046022,921
15000US484391046023,1354
15000US484391046024,1244
15000US484391046031,1588
15000US484391046032,909
15000US484391046033,1375
15000US484391046041,992
15000US484391046042,2265
15000US484391046051,846
15000US484391046052,798
15000US484391046053,1985
15000US484391046054,1269
15000US484391047011,1033
15000US484391047012,1269
15000US484391047013,621
15000US484391047014,1511
15000US484391047021,1125
15000US484391047022,763
15000US484391047023,1358
15000US484391048021,1681
15000US484391048022,1143
15000US484391048023,1329
15000US484391048024,1746
15000US484391048031,1156
15000US484391048032,1006
15000US484391048033,2049
15000US484391048034,1073
15000US484391048035,1614
15000US484391048041,1087
15000US484391048042,1806
15000US484391049001,1075
15000US484391049002,1935
15000US484391050011,913
15000US484391050012,1442
15000US484391050013,1530
