hexid	cum_infections	population	geometry	cum_infectionsPC	logpopulation	cum_incidence	log_incidence
4640	6493.058597641319	8286.845771	list(c(320432.250463898, 303484.4680111, 303925.795839222, 321237.797284552, 338144.445398828, 337780.211591069, 320432.250463898, 3493996.29130848, 3505884.11399003, 3529038.06881998, 3540301.93270155, 3528441.03640646, 3505289.24705118, 3493996.29130848))	0.7835380043350053	3.918389256132593	0.8994786746451394	0.27863442211504585
4641	233894.0772107929	124499.04272	list(c(321644.138128373, 304816.265500352, 305265.39589151, 322463.928599612, 339250.038460195, 338879.363547229, 321644.138128373, 3563455.77180147, 3575347.96666483, 3598503.91444348, 3609765.49901352, 3597900.57613562, 3574746.69845373, 3563455.77180147))	1.8786817320099705	5.09516601213039	1.3150217591619313	0.364555077358096
4642	18977.625482558185	43551.710613999996	list(c(322877.36769857, 306171.418929994, 306628.29992738, 323711.307064835, 340374.869386164, 339997.796179425, 322877.36769857, 3632921.39190024, 3644817.81936016, 3667975.78105142, 3679235.24790097, 3667366.42498293, 3644210.4370156, 3632921.39190024))	0.43574925565513145	4.639005217796742	0.6971439607997142	0.22971868305377055
4643	7263.969274863607	6080.184582299999	list(c(324131.796614145, 307549.771494409, 308014.350206999, 324979.788414064, 341518.808198557, 341135.380281022, 324131.796614145, 3702393.21557255, 3714293.73401754, 3737453.72963284, 3748711.24137869, 3736838.64683063, 3713680.52761733, 3702393.21557255))	1.1946955189501514	3.7839167637887776	1.0803199364815514	0.3181301310990648
4644	610.6978149550997	1695.3032661	list(c(325407.279758034, 308951.163589767, 309423.386196784, 326269.225832472, 342681.72261174, 342291.984334331, 325407.279758034, 3771871.30385156, 3783775.769711, 3806937.81829935, 3818193.53850648, 3806317.30254514, 3783157.03213406, 3771871.30385156))	0.36022924462358513	3.2292473987118573	0.6418369159280463	0.21533001634613394
4645	1003.8340170299412	5154.3035977	list(c(326703.669468578, 310375.432827534, 310855.24458303, 327579.469968905, 343863.478043621, 343467.474521507, 326703.669468578, 3841355.71480541, 3853263.98261766, 3876428.1022561, 3887682.19535957, 3875802.44994659, 3852640.00940465, 3841355.71480541))	0.19475647834905982	3.7121699956899787	0.49139446282971283	0.17359252633210015
4646	15982.138963435358	22950.657438000002	list(c(328020.815551985, 311822.414048338, 312309.759285897, 328910.368948569, 345063.937626954, 344661.714735746, 328020.815551985, 3910846.50350816, 3922758.42598954, 3945924.63377402, 3957177.26500047, 3945294.14377992, 3922129.51520224, 3910846.50350816))	0.6963695487421339	4.360795130727575	0.8545671220747743	0.26824255630531785
4647	5854.527645175484	10505.234009	list(c(329358.56529512, 313291.939336205, 313786.76147377, 330261.768386041, 346282.962220939, 345874.566592792, 329358.56529512, 3980343.72201208, 3992259.15012668, 4015427.46216349, 4026678.79745222, 4014792.43568719, 3991625.60220614, 3980343.72201208))	0.5572962620499284	4.02140573096239	0.7757586153556589	0.24938393039314005
4648	11949.751394503573	30002.797498	list(c(330716.763478638, 314783.83803316, 315286.079577983, 331633.51139863, 347520.410423141, 347105.889442744, 330716.763478638, 4049847.41932131, 4061766.2023518, 4084936.6337493, 4096186.83967297, 4084297.37418149, 4061128.31997527, 4049847.41932131))	0.3982879061627553	4.47716175076305	0.6704521921772522	0.22283405077886786
4649	8358.840694585062	14276.961372	list(c(332095.252390454, 316297.936754202, 316807.539307922, 333025.438620082, 348776.138581712, 348355.540382182, 332095.252390454, 4119357.641367, 4131279.62698607, 4154452.19184704, 4165701.43553206, 4153809.00462219, 4130637.71492289, 4119357.641367))	0.5854775730484524	4.154635784485154	0.792557884043026	0.2534731885041841
4650	1017.6275066413414	4036.8803623	list(c(333493.871839562, 317834.059402663, 318350.963666504, 334437.388214626, 350050.000807933, 349623.374266597, 333493.871839562, 4188874.4309838, 4200799.46532651, 4223974.17674084, 4235222.62578747, 4223327.36919171, 4200153.83029289, 4188874.4309838))	0.25208265177855094	3.6060458787729974	0.5496590834258344	0.19023616625303116
4651	26813.074067771402	60020.027536999994	list(c(334912.459170203, 319392.02718594, 319916.172966048, 335869.19589138, 351341.848989079, 350909.24372315, 334912.459170203, 4258397.82788781, 4270325.75562462, 4293502.62566258, 4304750.44806474, 4292852.50687372, 4269676.70613752, 4258397.82788781))	0.4467354509499715	4.778296190341823	0.7047236192465846	0.23165397842197344
4652	19507.20297740905	97417.60681000001	list(c(336350.849276389, 320971.658631619, 321502.984844519, 337320.694919112, 352651.532801596, 352212.999163745, 336350.849276389, 4327927.868656, 4339858.53306653, 4363037.57277239, 4374284.93683733, 4362384.45343288, 4339206.37929661, 4327927.868656))	0.20024309379161034	4.988637456358955	0.4973593611914606	0.175326042061821
4653	16806.548456099288	71437.10496	list(c(337808.874616775, 322572.769603988, 323111.214282174, 338791.71614135, 353978.899724616, 353534.488798431, 337808.874616775, 4397464.58670702, 4409397.82975453, 4432579.04914077, 4443826.12340847, 4431923.241396, 4408742.88337825, 4397464.58670702))	0.23526357157824118	4.8539238461412255	0.533420457919906	0.18566125303946615
4654	8321.056437171183	12631.74159	list(c(339286.365229902, 324195.173320939, 324740.673618599, 340282.087991872, 355323.795053792, 354873.55864913, 339286.365229902, 4467008.01228359, 4478943.67469002, 4502127.08273196, 4513374.0358945, 4501468.90003482, 4478286.24874102, 4467008.01228359))	0.6587418193987281	4.101463232644239	0.8341977745048718	0.26344616216564787
4655	423.97445574426035	2444.429838	list(c(340783.148749799, 325838.680371269, 326391.172570142, 341791.636510545, 356686.061915473, 356230.052563696, 340783.148749799, 4536558.17243628, 4548496.09375798, 4571681.69838892, 4582928.69920965, 4571021.4553502, 4547836.50247773, 4536558.17243628))	0.1734451319294771	3.3881775763076734	0.46727474046191514	0.1665114411063836
4656	3992.9621880235213	5296.9175501	list(c(342299.050421948, 327503.098732385, 328062.518247747, 343320.185359543, 358065.541281204, 357603.812230311, 342299.050421948, 4606115.09100883, 4618055.10971281, 4641242.91781964, 4652490.13505235, 4640580.93005794, 4617393.66840069, 4606115.09100883))	0.7538275138808114	3.724023212917609	0.8845042014374773	0.2751971100313539
4657	1527.6917723384404	5143.4257804	list(c(343833.893119627, 329188.233788404, 329754.515175196, 344867.555839936, 359462.071982579, 358994.677192214, 343833.893119627, 4675678.788625, 4687620.74216573, 4710810.75958506, 4722058.3618931, 4710147.34357608, 4686957.76702851, 4675678.788625))	0.29701833710909176	3.7112524773493383	0.5902454936523717	0.20146417357120391
4658	1398.0394104419136	2959.5791255000004	list(c(345387.497360622, 330893.888348667, 331466.965307754, 346433.56690865, 360875.49072642, 360402.484862775, 345387.497360622, 4745249.28267684, 4757193.00757357, 4780385.23908834, 4791633.3949638, 4779720.7120138, 4756528.81557446, 4745249.28267684))	0.4723777777712649	3.47122995549512	0.7220141505069683	0.2360367159108081
4659	5239.185361680403	6934.591205799999	list(c(346959.681324312, 332619.862666658, 333199.66805123, 348018.03519581, 362305.632110307, 361827.070540911, 346959.681324312, 4814826.58731462, 4826771.91922916, 4849966.36856571, 4861215.24624862, 4849301.04816184, 4826106.82793639, 4814826.58731462))	0.7555146664302891	3.8410208645011426	0.8853633967124346	0.27539507124008983
466	9135.647033493236	21051.371088	list(c(-2016802.71160505, -2030550.28830584, -2023537.98937517, -2002892.62621083, -1989232.54823099, -1996130.60019956, -2016802.71160505, 4155899.64988429, 4172898.74647759, 4196899.53349734, 4203881.75681732, 4186928.02487334, 4162946.67957847, 4155899.64988429))	0.43396921726874443	4.32328038694418	0.6959057286258367	0.22940170719221573
4660	4611.498189708724	9181.933076	list(c(348550.260869141, 334365.954459337, 334952.420281443, 349620.775022459, 363752.328638459, 363268.26742684, 348550.260869141, 4884410.71343818, 4896357.48725308, 4919554.15707883, 4930803.92447644, 4918888.36148454, 4895691.81468822, 4884410.71343818))	0.5022360925023936	3.9629341230161677	0.7414911293958893	0.2409212666413823
4661	1732.269080815342	4596.8347662	list(c(350159.049550462, 336131.958926888, 336725.016364112, 351241.598418662, 365215.410737949, 364725.906638194, 350159.049550462, 4954001.66868987, 4965949.71858705, 4989148.61050855, 5000399.43511479, 4988482.6581134, 4965283.78307303, 4954001.66868987))	0.3768395360982993	3.6624588932614555	0.6545262814018088	0.21867367012212124
4662	8223.871374580385	12769.227452	list(c(351785.858638771, 337917.668772884, 338517.248175161, 352880.315141998, 366694.706775288, 366199.817226474, 351785.858638771, 5023599.45744905, 5035548.61698873, 5058749.73155028, 5070001.7803654, 5058083.94084231, 5034882.73699766, 5023599.45744905))	0.644038287006338	4.106164622910823	0.8260596324751461	0.2615149559102327
4663	3001.3115784869497	7720.872892	list(c(353430.497138328, 339722.874224872, 340328.905121442, 354536.732696438, 368190.043073348, 367689.826193862, 353430.497138328, 5093204.08082811, 5105154.1830281, 5128357.51971091, 5139610.95916127, 5127692.20912425, 5104488.67702902, 5093204.08082811))	0.38872697691950936	3.8876664027643297	0.6634144844123097	0.2210004788432635
4664	3882.1185759170007	9036.357016	list(c(355092.77180616, 341547.363055381, 342159.774161886, 356210.656351604, 369701.243928646, 369195.758510385, 355092.77180616, 5162815.53667007, 5174766.41408529, 5197971.97130709, 5209226.96716525, 5197307.45906974, 5174101.60039184, 5162815.53667007))	0.4296110223448702	3.95599338105928	0.6928618954901105	0.22862152959563165
4665	23992.236983686445	33564.070539	list(c(356772.487171461, 343390.920603354, 344009.639829076, 357901.88916244, 371228.131628984, 370717.437131434, 356772.487171461, 5232433.81954776, 5244385.30435007, 5267593.07946523, 5278849.79677034, 5266929.68344671, 5243721.50096816, 5232433.81954776))	0.7148190490127978	4.52587462514309	0.8643271961489529	0.27052213495561
4666	798.0504585729861	2231.3024378	list(c(358469.44555538, 345253.329796004, 345878.284251248, 359610.231989254, 372770.526471446, 372254.683015644, 358469.44555538, 5302058.92076449, 5314010.84482269, 5337220.83412291, 5348479.43710139, 5336558.87168218, 5313348.36929836, 5302058.92076449))	0.3576612677212153	3.3485584399233077	0.639845787663808	0.21480300858692147
4667	138.87643290784285	917.9182921	list(c(360183.447091206, 347134.3711711, 347765.487174714, 361335.483518167, 374328.246780757, 373807.315143131, 360183.447091206, 5371690.82835642, 5383643.0233164, 5406855.22203187, 5418115.87401848, 5406195.00986534, 5382982.19258379, 5371690.82835642))	0.15129498355471638	2.962804024480762	0.4403543780749921	0.15846935703133158
4668	9.37972518826	61.996273557	list(c(361914.289744944, 349033.822899681, 349671.025986727, 363077.440281958, 375901.108928004, 375375.150534092, 361914.289744944, 5441329.52709639, 5453281.82446147, 5476496.2267625, 5487759.09012184, 5475838.08075241, 5452622.95469103, 5441329.52709639))	0.15129498355471616	1.7923655859132657	0.4403543780749918	0.1584693570313315
4669	375.65323058192445	6698.259772	list(c(333916.970010852, 316548.538981477, 316926.025911799, 334599.696958652, 351929.507361524, 351624.254095414, 333916.970010852, 3250664.58728943, 3262508.15125324, 3285654.00444457, 3296953.92259955, 3285136.07365362, 3261992.47324723, 3250664.58728943))	0.05608221289837494	3.8259619863448573	0.2861683919852336	0.10929783244697397
467	423.8729554395708	488.32492909000007	list(c(-1995890.91323013, -2009419.61634945, -2002313.85951388, -1981794.92929302, -1968353.20878847, -1975343.69809588, -1995890.91323013, 4227844.43716254, 4244843.47361436, 4268786.58992214, 4275712.95875718, 4258760.25122469, 4234834.82942706, 4227844.43716254))	0.8680141647272925	2.6887088956744	0.9403781590913552	0.2878863775601444
4670	9316.946025983483	23531.408856	list(c(334944.358349588, 317688.290421676, 318073.058239382, 335640.254914776, 352857.052613964, 352545.910561455, 334944.358349588, 3320099.58854458, 3331947.66540296, 3355095.47878793, 3366392.93136969, 3354570.95494535, 3331425.31157578, 3320099.58854458))	0.3959366004389433	4.371647929728926	0.6687303595202769	0.22238616721671825
4671	2224.2406919153277	7338.220024899999	list(c(335991.481181414, 318849.840354388, 319241.844696963, 336700.467195918, 353802.192747417, 353485.197725603, 335991.481181414, 3389540.61388639, 3401393.08515633, 3424542.88355072, 3435838.01495426, 3424012.01705727, 3400864.30486706, 3389540.61388639))	0.30310357067082333	3.8655907292470477	0.5954672142996011	0.20288788418288897
4672	79853.26541193003	101929.44123	list(c(337058.217862083, 320033.054825118, 320432.250463898, 337780.211591069, 354764.818908762, 354442.007435341, 337058.217862083, 3458987.73892912, 3470844.48402611, 3493996.29130848, 3505289.24705118, 3493459.33561049, 3470309.5297192, 3458987.73892912))	0.7834170819375347	5.008299643446841	0.8994183852641721	0.27862063740592585
4673	6316.426287622747	29307.702537	list(c(338144.445398828, 321237.797284552, 321644.138128373, 338879.363547229, 355744.820148814, 355416.229439204, 338144.445398828, 3528441.03640646, 3540301.93270155, 3563455.77180147, 3574746.69845373, 3562912.98327048, 3539761.05978693, 3528441.03640646))	0.21552103170313225	4.466981774951209	0.5134973847373272	0.1799816748498241
4674	151716.6028000216	46169.05304499999	list(c(339250.038460195, 322463.928599612, 322877.36769857, 339997.796179425, 356742.083431154, 356407.751395521, 339250.038460195, 3597900.57613562, 3609765.49901352, 3632921.39190024, 3644210.4370156, 3632373.02971118, 3609218.96574527, 3597900.57613562))	3.28611034435007	4.664350967001896	1.6764561694878222	0.42756013563073697
