hexid	date	distToFront	geometry
3510	2020-09-24	0	c(-179799.022100281, -177771.282456102, 4361121.83783081, 4384340.89187351)
3487	2020-09-24	0	c(-112895.987520821, -125823.721387359, 5080565.58019865, 5093570.64132417)
3520	2020-09-24	0	c(-115180.329335614, -112895.987520821, 5057368.95349208, 5080565.58019865)
3510	2020-09-24	0	c(-165125.513001857, -179799.022100281, 4348164.33874596, 4361121.83783081)
3543	2020-09-24	0	c(-167092.657081089, -165125.513001857, 4324946.21579625, 4348164.33874596)
3510	2020-09-24	0	c(-177771.282456102, -161164.83012867, 4384340.89187351, 4394598.58255177)
3520	2020-09-24	0	c(-102139.952730243, -115180.329335614, 5044395.21389432, 5057368.95349208)
3553	2020-09-24	0	c(-104359.192632317, -102139.952730243, 5021197.32014032, 5044395.21389432)
3543	2020-09-24	0	c(-152319.773352868, -167092.657081089, 4312024.08888059, 4324946.21579625)
3553	2020-09-24	0	c(-91206.9824705342, -104359.192632317, 5008255.18026804, 5021197.32014032)
3586	2020-09-24	0	c(-93361.645909592, -91206.9824705342, 4985056.24313315, 5008255.18026804)
3510	2020-09-24	0	c(-161164.83012867, -146546.562444213, 4394598.58255177, 4381671.5745309)
3586	2020-09-24	0	c(-80098.414373764, -93361.645909592, 4972145.96500691, 4985056.24313315)
3619	2020-09-24	18509.14887480918	c(-82189.0327069386, -80098.414373764, 4948946.20034132, 4972145.96500691)
3543	2020-09-24	0	c(-135634.610515677, -152319.773352868, 4322350.31626811, 4312024.08888059)
3510	2020-09-24	0	c(-146546.562444213, -148479.564192826, 4381671.5745309, 4358456.34296587)
3543	2020-09-24	0	c(-148479.564192826, -133761.488073438, 4358456.34296587, 4345564.49201124)
3652	2020-09-24	0	c(-76878.588753423, -74874.2292016803, 4843263.68384102, 4866465.47262191)
3619	2020-09-24	18569.821553551465	c(-68815.5947438093, -82189.0327069386, 4936068.02980482, 4948946.20034132)
3653	2020-09-24	0	c(-70842.70510985, -68815.5947438093, 4912867.64559184, 4936068.02980482)
3543	2020-09-24	0	c(-133761.488073438, -135634.610515677, 4345564.49201124, 4322350.31626811)
3652	2020-09-24	0	c(-63230.0628018993, -76878.588753423, 4830418.19526776, 4843263.68384102)
3686	2020-09-24	0	c(-65171.904604091, -63230.0628018993, 4807216.18562595, 4830418.19526776)
3652	2020-09-24	0	c(-74874.2292016803, -59324.0233919469, 4866465.47262191, 4876821.00862757)
3653	2020-09-24	0	c(-57359.8781979957, -70842.70510985, 4900021.81231792, 4912867.64559184)
3687	2020-09-24	0	c(-59324.0233919469, -57359.8781979957, 4876821.00862757, 4900021.81231792)
3686	2020-09-24	0	c(-51416.0151240254, -65171.904604091, 4794403.62045765, 4807216.18562595)
3721	2020-09-24	0	c(-53295.8955669126, -51416.0151240254, 4771201.57694951, 4794403.62045765)
3721	2020-09-24	0	c(-39433.4724622502, -53295.8955669126, 4758422.11362641, 4771201.57694951)
3721	2020-09-24	0	c(-23747.5716645952, -39433.4724622502, 4768876.54003562, 4758422.11362641)
3793	2020-09-24	18850.530904446223	c(-9835.40642387519, -23747.5716645952, 4756162.02964299, 4768876.54003562)
3793	2020-09-24	18840.068414737983	c(5799.30346514983, -9835.40642387519, 4766680.1909255, 4756162.02964299)
3866	2020-09-24	0	c(19761.1679518509, 5799.30346514983, 4754030.50642639, 4766680.1909255)
3866	2020-09-24	0	c(35344.7984592536, 19761.1679518509, 4764612.3340118, 4754030.50642639)
3940	2020-09-24	0	c(49356.3249539243, 35344.7984592536, 4752027.3531765, 4764612.3340118)
3839	2020-09-24	17679.253397323726	c(71146.7055431128, 69347.7792694786, 5449995.0145327, 5426796.77128677)
3875	2020-09-24	0	c(69347.7792694786, 81738.680524271, 5426796.77128677, 5414186.39592436)
3873	2020-09-24	17987.335161526345	c(71413.5144816855, 69712.4506783264, 5274991.01308272, 5251791.83412144)
3909	2020-09-24	0	c(69712.4506783264, 82564.2311138442, 5251791.83412144, 5239207.08279889)
3910	2020-09-24	17923.046665017922	c(85857.6227365797, 71413.5144816855, 5285606.68232482, 5274991.01308272)
3875	2020-09-24	0	c(81738.680524271, 80003.7927187391, 5414186.39592436, 5390987.12835754)
3911	2020-09-24	0	c(80003.7927187391, 92510.2904443399, 5390987.12835754, 5378406.68413293)
3940	2020-09-24	0	c(64888.9842491106, 49356.3249539243, 4762672.78509749, 4752027.3531765)
3909	2020-09-24	0	c(82564.2311138442, 80925.847501297, 5239207.08279889, 5216007.38329905)
3946	2020-09-24	0	c(80925.847501297, 93890.276178132, 5216007.38329905, 5203453.61684927)
4020	2020-09-24	0	c(93890.276178132, 108435.270499784, 5203453.61684927, 5214131.97751191)
3910	2020-09-24	17861.130248705416	c(87512.5870620781, 85857.6227365797, 5308806.58240297, 5285606.68232482)
3948	2020-09-24	0	c(101851.981179175, 87512.5870620781, 5319455.60818545, 5308806.58240297)
3911	2020-09-24	0	c(92510.2904443399, 90838.9429782479, 5378406.68413293, 5355206.5832921)
3948	2020-09-24	0	c(90838.9429782479, 103460.29216036, 5355206.5832921, 5342656.35872202)
3940	2020-09-24	0	c(66364.4973130879, 64888.9842491106, 4785870.72484793, 4762672.78509749)
3977	2020-09-24	0	c(81800.3884075245, 66364.4973130879, 4796547.36297325, 4785870.72484793)
3948	2020-09-24	0	c(103460.29216036, 101851.981179175, 5342656.35872202, 5319455.60818545)
3977	2020-09-24	0	c(83233.864349728, 81800.3884075245, 4819745.09721004, 4796547.36297325)
4015	2020-09-24	0	c(98572.3593178733, 83233.864349728, 4830453.14906185, 4819745.09721004)
4020	2020-09-24	0	c(108435.270499784, 121454.156647474, 5214131.97751191, 5201641.72334745)
4015	2020-09-24	0	c(99963.2070828654, 98572.3593178733, 4853650.83398523, 4830453.14906185)
4052	2020-09-24	0	c(115203.675393599, 99963.2070828654, 4864390.49350297, 4853650.83398523)
4017	2020-09-24	0	c(108419.41649447, 106996.912283531, 4992841.42191888, 4969642.4569698)
4053	2020-09-24	0	c(106996.912283531, 120624.749729197, 4969642.4569698, 4957183.18511253)
4054	2020-09-24	0	c(123365.657872767, 108419.41649447, 5003581.08585823, 4992841.42191888)
4018	2020-09-24	0	c(112718.117732966, 111280.038122865, 5062439.59870568, 5039239.99274089)
4054	2020-09-24	0	c(111280.038122865, 124743.641549152, 5039239.99274089, 5026780.42521857)
4055	2020-09-24	0	c(127514.57714767, 112718.117732966, 5073179.88211963, 5062439.59870568)
4019	2020-09-24	0	c(117063.203438781, 115609.719503381, 5132039.69912731, 5108839.45188712)
4055	2020-09-24	0	c(115609.719503381, 128907.492481945, 5108839.45188712, 5096379.9997011)
4056	2020-09-24	0	c(131708.126247435, 117063.203438781, 5142781.01312412, 5132039.69912731)
4020	2020-09-24	0	c(121454.156647474, 119985.44132989, 5201641.72334745, 5178440.83487994)
4056	2020-09-24	0	c(119985.44132989, 133115.807689002, 5178440.83487994, 5165981.90892349)
4052	2020-09-24	0	c(116551.306390173, 115203.675393599, 4887588.27790193, 4864390.49350297)
4090	2020-09-24	0	c(131693.114995305, 116551.306390173, 4898359.72538345, 4887588.27790193)
4053	2020-09-24	0	c(120624.749729197, 119261.861443961, 4957183.18511253, 4933984.62360368)
4090	2020-09-24	0	c(119261.861443961, 132996.943136238, 4933984.62360368, 4921557.75060068)
4054	2020-09-24	0	c(124743.641549152, 123365.657872767, 5026780.42521857, 5003581.08585823)
4055	2020-09-24	0	c(128907.492481945, 127514.57714767, 5096379.9997011, 5073179.88211963)
4056	2020-09-24	0	c(133115.807689002, 131708.126247435, 5165981.90892349, 5142781.01312412)
4090	2020-09-24	0	c(132996.943136238, 131693.114995305, 4921557.75060068, 4898359.72538345)
5678	2020-09-24	0	c(815479.076128725, 814287.104028042, 5104917.71984738, 5128119.1374647)
5678	2020-09-24	0	c(830096.546916202, 815479.076128725, 5094051.0579179, 5104917.71984738)
5707	2020-09-24	18214.137193736282	c(831334.993115906, 830096.546916202, 5070850.43132069, 5094051.0579179)
5678	2020-09-24	0	c(814287.104028042, 827606.472969342, 5128119.1374647, 5140453.46054754)
5707	2020-09-24	18274.820876219503	c(846054.661797812, 831334.993115906, 5060016.35389763, 5070850.43132069)
5678	2020-09-24	0	c(827606.472969342, 842174.01885915, 5140453.46054754, 5129618.24935651)
5736	2020-09-24	0	c(842174.01885915, 855439.849598103, 5129618.24935651, 5142016.23187729)
5707	2020-09-24	23235.470490243755	c(859486.430059474, 846054.661797812, 5072414.47302264, 5060016.35389763)
5765	2020-09-24	23241.292271976337	c(874258.62397385, 859486.430059474, 5061644.54286264, 5072414.47302264)
5736	2020-09-24	0	c(855439.849598103, 870060.324803528, 5142016.23187729, 5131245.23669869)
5793	2020-09-24	0	c(870060.324803528, 883272.53821247, 5131245.23669869, 5143706.91368603)
5765	2020-09-24	23241.292271976337	c(887637.485845674, 874258.62397385, 5074106.54822189, 5061644.54286264)
5821	2020-09-24	23247.57040267834	c(902462.239969876, 887637.485845674, 5063400.84429545, 5074106.54822189)
5793	2020-09-24	0	c(883272.53821247, 897945.964402817, 5143706.91368603, 5133000.22143151)
5848	2020-09-24	0	c(897945.964402817, 911104.476485777, 5133000.22143151, 5145525.63191698)
5821	2020-09-24	23247.57040267834	c(915788.122172648, 902462.239969876, 5075926.78745904, 5063400.84429545)
5873	2020-09-24	23254.304975198156	c(930665.474604086, 915788.122172648, 5065285.39444699, 5075926.78745904)
5895	2020-09-24	0	c(932265.587023539, 930665.474604086, 5042086.20609643, 5065285.39444699)
5895	2020-09-24	0	c(947243.97872962, 932265.587023539, 5031477.25383784, 5042086.20609643)
5848	2020-09-24	0	c(911104.476485777, 925830.87835036, 5145525.63191698, 5134883.33503981)
5896	2020-09-24	0	c(925830.87835036, 938935.600172526, 5134883.33503981, 5147472.52199796)
5895	2020-09-24	0	c(960573.895898359, 947243.97872962, 5044099.45778691, 5031477.25383784)
5938	2020-09-24	0	c(975604.769503815, 960573.895898359, 5033554.89483882, 5044099.45778691)
5896	2020-09-24	0	c(938935.600172526, 953715.005348702, 5147472.52199796, 5136894.71855157)
5896	2020-09-24	0	c(953715.005348702, 955438.822630544, 5136894.71855157, 5113695.96976157)
5917	2020-09-24	18241.718918726252	c(955438.822630544, 970320.164654931, 5113695.96976157, 5103150.89610056)
5960	2020-09-24	0	c(970320.164654931, 983428.825728612, 5103150.89610056, 5115836.45142798)
5960	2020-09-24	0	c(983428.825728612, 998363.046389076, 5115836.45142798, 5105355.98119037)
5960	2020-09-24	0	c(998363.046389076, 1000237.10170703, 5105355.98119037, 5082157.94239155)
5983	2020-09-24	0	c(1000237.10170703, 1015272.50777158, 5082157.94239155, 5071710.04819669)
1318	2020-09-25	0	c(-1066245.01508129, -1059457.94551391, 5635556.68953878, 5658488.63233417)
1318	2020-09-25	0	c(-1056488.42850788, -1066245.01508129, 5620227.01931096, 5635556.68953878)
1345	2020-09-25	0	c(-1063186.8629022, -1056488.42850788, 5597273.15600378, 5620227.01931096)
1345	2020-09-25	0	c(-1053291.31554149, -1063186.8629022, 5581959.48929616, 5597273.15600378)
1345	2020-09-25	0	c(-1036768.96328473, -1053291.31554149, 5589648.06146561, 5581959.48929616)
1400	2020-09-25	0	c(-1026806.61629611, -1036768.96328473, 5574399.19549213, 5589648.06146561)
1427	2020-09-25	0	c(-1033295.28241554, -1026806.61629611, 5551413.98650938, 5574399.19549213)
1427	2020-09-25	0	c(-1023195.33320812, -1033295.28241554, 5536182.5587857, 5551413.98650938)
1427	2020-09-25	0	c(-1006678.02594854, -1023195.33320812, 5543983.71602907, 5536182.5587857)
1482	2020-09-25	0	c(-996512.316647073, -1006678.02594854, 5528817.50218745, 5543983.71602907)
1510	2020-09-25	0	c(-1002792.91350792, -996512.316647073, 5505803.34397174, 5528817.50218745)
1510	2020-09-25	0	c(-992490.981473065, -1002792.91350792, 5490655.94318967, 5505803.34397174)
1510	2020-09-25	0	c(-975979.407159663, -992490.981473065, 5498569.09801602, 5490655.94318967)
1510	2020-09-25	0	c(-969818.793651695, -975979.407159663, 5521591.98083405, 5498569.09801602)
1538	2020-09-25	0	c(-953411.228920908, -969818.793651695, 5529541.56564999, 5521591.98083405)
1594	2020-09-25	0	c(-943115.101674419, -953411.228920908, 5514505.54150437, 5529541.56564999)
1594	2020-09-25	0	c(-926762.369666241, -943115.101674419, 5522528.78671834, 5514505.54150437)
1650	2020-09-25	0	c(-916401.569682563, -926762.369666241, 5507557.73840935, 5522528.78671834)
1650	2020-09-25	0	c(-900103.64338609, -916401.569682563, 5515654.28486237, 5507557.73840935)
1650	2020-09-25	0	c(-894215.762101163, -900103.64338609, 5538685.21207318, 5515654.28486237)
1679	2020-09-25	0	c(-878021.899308851, -894215.762101163, 5546818.34597796, 5538685.21207318)
1679	2020-09-25	0	c(-872168.431848956, -878021.899308851, 5569841.20392565, 5546818.34597796)
1708	2020-09-25	0	c(-856078.926300072, -872168.431848956, 5578011.30089956, 5569841.20392565)
1708	2020-09-25	0	c(-850260.356384824, -856078.926300072, 5601026.57256526, 5578011.30089956)
1879	2020-09-25	0	c(-803427.489843305, -797847.450977211, 5564999.18642596, 5588032.25663795)
1879	2020-09-25	0	c(-793012.863380143, -803427.489843305, 5550309.81485867, 5564999.18642596)
1907	2020-09-25	0	c(-798509.681603969, -793012.863380143, 5527261.77219762, 5550309.81485867)
1907	2020-09-25	0	c(-787962.450674009, -798509.681603969, 5512593.02435361, 5527261.77219762)
1907	2020-09-25	0	c(-771987.194710104, -787962.450674009, 5521015.47269184, 5512593.02435361)
1964	2020-09-25	18059.52488639653	c(-761376.657534397, -771987.194710104, 5506410.84136108, 5521015.47269184)
1992	2020-09-25	0	c(-766672.924930728, -761376.657534397, 5483341.10837177, 5506410.84136108)
1992	2020-09-25	0	c(-755931.137985202, -766672.924930728, 5468758.2667317, 5483341.10837177)
1992	2020-09-25	0	c(-739961.439729539, -755931.137985202, 5477287.48091165, 5468758.2667317)
2049	2020-09-25	18104.66119275144	c(-729157.263687529, -739961.439729539, 5462769.0707324, 5477287.48091165)
2077	2020-09-25	0	c(-734254.784709642, -729157.263687529, 5439679.60694777, 5462769.0707324)
2077	2020-09-25	0	c(-723320.725360289, -734254.784709642, 5425184.09498841, 5439679.60694777)
2077	2020-09-25	0	c(-707357.037569544, -723320.725360289, 5433819.56258516, 5425184.09498841)
2077	2020-09-25	0	c(-702375.898084159, -707357.037569544, 5456915.2184942, 5433819.56258516)
2106	2020-09-25	18068.982966550684	c(-686515.368237325, -702375.898084159, 5465586.10462463, 5456915.2184942)
2163	2020-09-25	0	c(-675587.302118238, -686515.368237325, 5451196.33338453, 5465586.10462463)
2163	2020-09-25	0	c(-659781.310643919, -675587.302118238, 5459937.60836026, 5451196.33338453)
2163	2020-09-25	0	c(-654952.277890217, -659781.310643919, 5483033.95885456, 5459937.60836026)
2192	2020-09-25	17982.327655520738	c(-639249.780774039, -654952.277890217, 5491810.89317846, 5483033.95885456)
2164	2020-09-25	26842.280324495037	c(-640378.536265299, -645250.820682551, 5552290.35987722, 5529210.32637835)
2192	2020-09-25	17916.03304102635	c(-645250.820682551, -634457.308225153, 5529210.32637835, 5514902.36499145)
2192	2020-09-25	17916.03304102635	c(-634457.308225153, -639249.780774039, 5514902.36499145, 5491810.89317846)
2502	2020-09-25	0	c(-513216.245375236, -508925.533632614, 5503064.68566715, 5526177.17998237)
2529	2020-09-25	0	c(-518892.813063609, -514717.683730589, 5396564.05563044, 5419697.24056844)
2502	2020-09-25	0	c(-502114.839619712, -513216.245375236, 5489073.09401413, 5503064.68566715)
2530	2020-09-25	17860.734775860332	c(-506328.637589839, -502114.839619712, 5465951.75459462, 5489073.09401413)
2529	2020-09-25	0	c(-507474.481802786, -518892.813063609, 5382584.00189861, 5396564.05563044)
2529	2020-09-25	0	c(-514717.683730589, -499238.296026504, 5419697.24056844, 5428855.01108569)
2530	2020-09-25	17926.12809731593	c(-495101.025404116, -506328.637589839, 5451984.77642172, 5465951.75459462)
2558	2020-09-25	17985.444240826342	c(-499238.296026504, -495101.025404116, 5428855.01108569, 5451984.77642172)
